Title,Abstract
Multi-modal semantics fusion model for domain relation extraction via information bottleneck,"Domain relation extraction (DRE) aims to understand domain semantics of unstructured text to mine structural knowledge. However, most existing DRE models may fail to fully represent the domain entity that is usually absent in the corpus of pre-trained language models. In addition, almost all these models directly use contextual semantics for relation classification that ignore purifying the task relevant features. To address these challenging problems, we propose a novel and effective Multi-Modal Semantics Fusion (MMSF) model, which can automatically capture domain semantics to discover the important semantics contained in images, thus enhancing the representations of the domain entity by exploiting the multi-modal semantics. Afterwards, we introduce heterogeneous graph neural networks to learn contextual semantics. To obtain the task relevant features for DRE, we design a new purified feature architecture by exploring the mutual information between contextual semantics and the labels of domain relation. With the enhanced representations of the domain entity and purified the task relevant features, the satisfactory results of relation classification can be guaranteed. Extensive experiments on two real domain relation extraction datasets demonstrate the superiority of our proposed model over several state-of-the-art models. The source code and experiment details of this paper can be obtained from https://github.com/SWT-AITeam/MMSF. © 2023 Elsevier Ltd"
Deep purified feature mining model for joint named entity recognition and relation extraction,"Table filling based joint named entity recognition and relation extraction task aims to share representation of subtasks in a table to extract structured knowledge. However, most of existing studies need additional labels and dedicated deep neural networks to learn shared representation, imposing heavy burdens to decoders. More seriously, almost all these models suffer from feature confusion problem, failing to capture purified task-specific features from shared representation to perform subtasks. To address these challenging problems, in this paper we propose a novel and effective Deep puRified fEAture Mining (DREAM) model for joint named entity recognition and relation extraction task, which can automatically capture purified task-specific features to improve the classification performance of subtasks. Specifically, unlike introducing additional labels or dedicated network architectures, we design a new lightweight shared representation learning (LSRL) module by the plainest labels of joint task and thus encodes context by the hybrid convolutional neural networks. Afterwards, a task-aware information bottleneck (TIB) module is proposed to explore the relation between the mutual information of the joint distribution of each subtask and its task-specific features. With the above two modules well obtain shared representation and purified task-specific features, the satisfactory classification results of both subtasks can be guaranteed. Experiment results show that the proposed model is highly effective, obtaining the promising results on three different benchmarks: CoNNL04 (general text), ADE (biomedical text) and SciERC (scientific text). For example, DREAM respectively achieves F1-scores of 78.18%, 80.28% and 44.60% in performing the relation extraction subtask on the CoNNL04, ADE and SciERC datasets. The promising performance indicates that the proposed model can be applied to many practical applications such as biomedical information extraction. The source code is publicly available at https://github.com/SWT-AITeam/DREAM. © 2023 Elsevier Ltd"
TDN: Triplet Distributor Network for Knowledge Graph Completion,"Conventional Knowledge Graph Completion (KGC) methods typically map entities and relations to a unified space through the shared mapping matrix, and then interact with entities and relations to infer the missing items in the knowledge graph. Although this shared mapping matrix considers the suitability of all triplets, it neglects the specificity of each triplet. To solve this problem, we dynamically learn one information distributor for each triplet to exchange its specific information. In this paper, we propose a novel Triplet Distributor Network (TDN) for the knowledge graph completion task. Specifically, we adaptively learn one Triplet Distributor (TD) for each triplet to assist the interaction between the entity and relation. Furthermore, on the basis of TD, we creatively design the information exchange layer to dynamically propagate the information of the entity and relation, thus mutually enhancing entity and relation representations. Except for several commonly-used knowledge graph datasets, we still implement the link prediction task on the social-relational and medical datasets to test the proposed method. Experimental results demonstrate that the proposed method performs better than existing state-of-the-art KGC methods. The source codes of this paper are available at https://github.com/TDN for Knowledge Graph Completion.git.  © 1989-2012 IEEE."
SelfLRE: Self-refining Representation Learning for Low-resource Relation Extraction,"Low-resource relation extraction (LRE) aims to extract potential relations from limited labeled corpus to handle the problem of scarcity of human annotations. Previous works mainly consist of two categories of methods: (1) Self-training methods, which improve themselves through the models' predictions, thus suffering from confirmation bias when the predictions are wrong. (2) Self-ensembling methods, which learn task-agnostic representations, therefore, generally do not work well for specific tasks. In our work, we propose a novel LRE architecture named SelfLRE, which leverages two complementary modules, one module uses self-training to obtain pseudo-labels for unlabeled data, and the other module uses self-ensembling learning to obtain the task-agnostic representations, and leverages the existing pseudo-labels to refine the better task-specific representations on unlabeled data. The two models are jointly trained through multi-task learning to iteratively improve the effect of LRE task. Experiments on three public datasets show that SelfLRE achieves 1.81% performance gain over the SOTA baseline. Source code is available at: https://github.com/THU-BPM/SelfLRE. © 2023 Copyright held by the owner/author(s)."
Cross-platform product matching based on entity alignment of knowledge graph with raea model,"Product matching aims to identify identical or similar products sold on different platforms. By building knowledge graphs (KGs), the product matching problem can be converted to the Entity Alignment (EA) task, which aims to discover the equivalent entities from diverse KGs. The existing EA methods inadequately utilize both attribute triples and relation triples simultaneously, especially the interactions between them. This paper introduces a two-stage pipeline consisting of rough filter and fine filter to match products from eBay and Amazon. For fine filtering, a new framework for Entity Alignment, R elation-aware and A ttribute-aware Graph Attention Networks for E ntity A lignment (RAEA), is employed. RAEA focuses on the interactions between attribute triples and relation triples, where the entity representation aggregates the alignment signals from attributes and relations with Attribute-aware Entity Encoder and Relation-aware Graph Attention Networks. The experimental results indicate that the RAEA model achieves significant improvements over 12 baselines on EA task in the cross-lingual dataset DBP15K (6.59% on average Hits@1) and delivers competitive results in the monolingual dataset DWY100K. The source code for experiments on DBP15K and DWY100K is available at github (https://github.com/Mockingjay-liu/RAEA-model-for-Entity-Alignment). © 2023, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature."
Duet Representation Learning with Entity Multi-attribute Information in Knowledge Graphs,"Representation Learning (RL) of knowledge graphs aims to project both entities and relations into a continuous low-dimension space. Most methods concentrate on learning entities’ representations with structure information indicating the relations between entities (Trans- methods), while the utilization of entity multi-attribute information is insufficient for some scenarios, such as cold start issues or zero-shot problems. How to utilize the complex and diverse multi-attribute information for RL is still a challenging problem for enhancing knowledge graph embedding research. In this paper, we propose a novel RL model Duet Entity Representation Learning (DERL) for knowledge graphs, which takes advantage of entity multi-attribute information. Specifically, we devise a novel encoder Entity Attribute Encoder (EAE), which encodes both entity attribute types and values to generate the entities’ attribute-based representations. We further learn the entities’ representations with both structure information and multi-attribute information in DERL. We evaluate our method on two tasks: the knowledge graph completion task and the zero-shot task. Experimental results on real-world datasets show that our method outperforms other baselines on two downstream tasks by building effective representations for entities from their multi-attribute information. The source code of this paper can be obtained from https://anonymous.4open.science/r/DUET-adma2023/. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG."
AutoAlign: Fully Automatic and Effective Knowledge Graph Alignment Enabled by Large Language Models,"The task of entity alignment between knowledge graphs (KGs) aims to identify every pair of entities from two different KGs that represent the same entity. Many machine learning-based methods have been proposed for this task. However, to our best knowledge, existing methods all require <italic>manually crafted</italic> seed alignments, which are expensive to obtain. In this paper, we propose the first fully automatic alignment method named AutoAlign, which does not require any manually crafted seed alignments. Specifically, for predicate embeddings, AutoAlign constructs a predicate-proximity-graph with the help of large language models to automatically capture the similarity between predicates across two KGs. For entity embeddings, AutoAlign first computes the entity embeddings of each KG independently using TransE, and then shifts the two KGs&#x0027; entity embeddings into the same vector space by computing the similarity between entities based on their attributes. Thus, both predicate alignment and entity alignment can be done without manually crafted seed alignments. AutoAlign is not only fully automatic, but also highly effective. Experiments using real-world KGs show that AutoAlign improves the performance of entity alignment significantly compared to state-of-the-art methods. Our source code is available at ruizhang-ai/AutoAlign. IEEE"
Learning Knowledge Representation with Entity Concept Information,"The goal of Knowledge Representation Learning (KRL) is to learn an accurate knowledge representation that conforms to human understanding. Currently, many works have used entity multi-source information to improve the entity representation semantic precision, such as entity description, attribute, and visual information. However, few methods consider the timeliness in KRL, which significantly affects representation learning performance. In this paper, we attempt to utilize concept information with human understanding to learn an accurate, time-stable knowledge representation. Specifically, we first build a novel Knowledge Graph (KG) - Structure Concept Graph (SCG), which can provide entity structure and concept information jointly. Based on the SCG, we devise a novel KRL model that can embed entity concept information to ensure accuracy and timeliness of improving the KRL’s effect with entity structure information. We evaluate our method on two downstream tasks: the knowledge graph completion task and the zero-shot task. Experimental results on real-world datasets show that our method outperforms other baselines by building effective entities’ representations from their concept information. The source code of this paper can be obtained from https://anonymous.4open.science/r/CKRL-adma2023. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2023."
Knowledge Graph Embedding with Relation Rotation and Entity Adjustment by Quaternions,"Recent knowledge graph embedding models have shown promising results on link prediction, by employing operations on quaternion space to capture correlations between entities. However, they only used three quaternion embeddings for rotation calculation that fails to capture the interaction between entities and relations. The single relation quaternion to rotate the head entity also makes the connection between the head and tail entities weak. To address the problem, this paper proposes a novel knowledge graph embedding model denoted as QuatPE, to utilize paired relations to simultaneously rotate the head and tail entities in a triple. We employ the adjustment vectors to adjust the position of the same entity in a quaternion space when facing different triples. With paired relations, QuatPE can strengthen the connection between the head and tail entities which enhances the representation capabilities. By using the adjustment vectors, QuatPE also helps to better handle complex relation patterns, such as 1-to-N, N-to-1, and N-to-N. Experimental results show that QuatPE can achieve significant performance on well-known datasets for link prediction. Researchers can reproduce our results by following the source codes at https://github.com/galaxysunwen/QuatPE-master. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2023."
Document-level Relation Extraction with Entity Interaction and Commonsense Knowledge,"Document-Level Relation Extraction(DLRE) is a more challenging task than sentence-level relation extraction because of the characteristics such as more extended context, more interactions between entities, and the need for common sense to help the relation inference. In this paper, we propose an effective model to address the problems of complex entity interactions and the lack of commonsense knowledge. Specifically, we propose a Transformer-based entity interaction module instead of graph neural networks to model the correlation across entities, thus avoiding the information loss problem triggered by predefined edge-building rules. In addition, the initial word vector from the word embedding layer of a pre-trained language model is injected into entity representation to boost the performance in the extraction of relational facts that need commonsense knowledge. Experiments show that our model obtains competitive performance, especially compared with graph-based methods, which is faster and more effective. The source code, trained checkpoint files, and the commit results will be released to the public. © 2023 IEEE."
