Title,Full Reference
predicting sql injection and cross site scripting vulnerabilities through mining input sanitization patterns,"Shar L.K., Tan H.B.K., Predicting SQL injection and cross site scripting vulnerabilities through mining input sanitization patterns, Inf. Softw. Technol., 55, 10, pp. 1767-1780, (2013)"
static detection of cross-site scripting vulnerabilities,"Wassermann G., Su Z., Static detection of cross-site scripting vulnerabilities, 2008 ACM/IEEE 30Th International Conference on Software Engineering, pp. 171-180, (2008)"
cross-site scripting (xss) detection integrating evidences in multiple stages,"Jingchi Z., Yu-Tsern J., Xiangyang L., Cross-site scripting (XSS) detection integrating evidences in multiple stages, In Proceedings of the 52nd Hawaii International Conference on System Sciences–HICSS, Grand Wailea, Maui, pp. 7166-7175, (2019)"
providing email privacy by preventing webmail from loading malicious xss payloads,"Fang Y., Xu Y., Jia P., Huang C., Providing email privacy by preventing webmail from loading malicious XSS payloads, Applied Sciences, 10, 13, (2020)"
it's more than stealing cookies-exploitability of xss,"Nirmal K., Janet B., Kumar R., It's more than stealing cookies-exploitability of XSS, In Proceedings of the 2018 Second International Conference on Intelligent Computing and Control Systems (ICICCS), Madurai, India, pp. 490-493, (2018)"
cross-site scripting (xss) attacks and defense mechanisms: classification and state-of-the-art,"Gupta S., Gupta B.B., Cross-site scripting (XSS) attacks and defense mechanisms: classification and state-of-the-art, International Journal of System Assurance Engineering and Management, 8, 1, pp. 512-530, (2017)"
precise client-side protection against dom-based cross-site scripting,"Stock B., Lekies S., Mueller T., Spiegel P., Johns M., Precise client-side protection against DOM-based cross-site scripting, pp. 655-670, (2014)"
a survey on detection and prevention of cross-site scripting attack,"Nithya V., Pandian S.L., Malarvizhi C., A survey on detection and prevention of cross-site scripting attack, International Journal of Security and Its Applications, 9, 3, pp. 139-152, (2015)"
static analysis approaches to detect sql injection and cross site scripting vulnerabilities in web applications: a survey,"Gupta M.K., Govil M.C., Singh G., Static analysis approaches to detect SQL injection and cross site scripting vulnerabilities in web applications: a survey, pp. 1-5, (2014)"
gaxss: effective payload generation method to detect xss vulnerabilities based on genetic algorithm,"Liu Z., Fang Y., Huang C., Xu Y., GAXSS: Effective payload generation method to detect XSS vulnerabilities based on genetic algorithm, Security and Communication Networks, 2022, (2022)"
graphxss: an efficient xss payload detection approach based on graph convolutional network,"Liu Z., Fang Y., Huang C., Han J., GraphXSS: an efficient XSS payload detection approach based on graph convolutional network, Computers & Security, 114, (2022)"
talking about my generation: targeted dom-based xss exploit generation using dynamic data flow analysis,"Bensalim S., Klein D., Barber T., Johns M., Talking about my generation: Targeted DOM-based XSS exploit generation using dynamic data flow analysis, In Proceedings of the 14th European Workshop on Systems Security (27-33), (2021)"
25 million flows later: large-scale detection of dom-based xss,"Lekies S., Stock B., Johns M., 25 million flows later: large-scale detection of DOM-based XSS, Proceedings of the 2013 ACM SIGSAC Conference on Computer & Communications Security, pp. 1193-1204, (2013)"
a comparison of machine learning algorithms for detecting xss attacks,"Chen X., Li M., Jiang Y., Sun Y., A comparison of machine learning algorithms for detecting XSS attacks, In Proceedings of the International Conference on Artificial Intelligence and Security, New York, NY, USA, pp. 214-224, (2019)"
xsstudent: proposal to avoid cross-site scripting (xss) attacks in universities. in proceedings of the 2019 3rd cyber security in networking conference (csnet),"Rodriguez G., Torres J., Flores P., Benavides E., Nunez Agurto D., XSStudent: Proposal to Avoid Cross-Site Scripting (XSS) Attacks in Universities. In Proceedings of the 2019 3rd Cyber Security in Networking Conference (CSNet), Quito, pp. 142-149, (2019)"
cross-site scripting guardian: a static xss detector based on data stream input-output association mining,"Li C., Wang Y., Miao C., Huang C., Cross-site scripting guardian: A static XSS detector based on data stream input-output association mining, Applied Sciences, 10, 14, (2020)"
