Title,Full Reference
introduction to differential geometry and general relativity,"Waner S., Introduction to differential geometry and general relativity, Lecture Notes by Stefan Waner, with a Special Guest Lecture, (1986)"
a curved brunn-minkowski inequality on the discrete hypercube,"Ollivier Y., Villani C., A Curved Brunn-Minkowski Inequality on the Discrete Hypercube, Or: What Is the Ricci Curvature of the Discrete Hypercube?, SIAM J. Discr. Math, 26, pp. 983-996, (2012)"
laplacian eigenmaps for dimensionality reduction and data representation,"Belkin M., Niyogi P., Laplacian Eigenmaps for Dimensionality Reduction and Data Representation, 15, 6, pp. 1373-1396, (2003)"
umap: uniform manifold approximation and projection for dimension reduction,"McInnes L., Healy J., Melville J., UMAP: Uniform Manifold Approximation and Projection for Dimension Reduction. Arxiv, 1802, (2020)"
an introduction to metric spaces and fixed point theory,"Khamsi M.A., Kirk W.A., An Introduction to Metric Spaces and Fixed Point Theory, (2011)"
shape analysis with hyperbolicwasserstein distance,"Shi J., Zhang W., Wang Y., Shape Analysis with HyperbolicWasserstein Distance, Proceedings of the 2016 IEEE Conference on Computer Vision and Pattern Recognition (CVPR), (2016)"
on the surprising behavior of distance metrics in high dimensional space,"AGGARWAL C. C., HINNEBURG A., KEIM D. A., On the surprising behavior of distance metrics in high dimensional space, Proceedings of the International Conference on Database Theory (ICDT 2001), pp. 420-434, (2001)"
metrics of negative ricci curvature,"Lohkamp J., Metrics of Negative Ricci Curvature, Ann. Math, 140, pp. 655-683, (1994)"
ricci curvature of markov chains on metric spaces,"Ollivier Y., Ricci curvature of Markov chains on metric spaces, J. Funct. Anal, 256, pp. 810-864, (2009)"
euclidean distance mapping,"Danielsson P.E., Euclidean distance mapping, Comput. Graphics Image Process., 14, 3, pp. 227-248, (1980)"
estimating the support of a high-dimensional distribution,"Scholkopf B., Platt J.C., Shawe-Taylor J.C., Smola A.J., Williamson R.C., Estimating the support of a high-dimensional distribution, Neural Comput., 13, 7, pp. 1443-1471, (2001)"
dimensionality reduction by learning an invariant mapping,"Raia H., Sumit C., Yann L., Dimensionality reduction by learning an invariant mapping, 2006 IEEE/CVF Conference on Computer Vision and Pattern Recognition, pp. 1735-1742, (2006)"
