Title,Full Reference
proximal policy optimization algorithms,"Schulman J., Wolski F., Dhariwal P., Radford A., Klimov O., Proximal policy optimization algorithms, . Arxiv Preprint Arxiv, 1707, (2017)"
apollo: a distributed configuration center,"Apollo: A Distributed Configuration Center, (2018)"
a method for stochastic optimization,"Kingma D.P., Ba J., Adam: A method for stochastic optimization, Proceedings of the 3rd International Conference on Learning Representations (ICLR’15), (2015)"
on the linear ranking problem for integer linear-constraint loops,"Ben-Amram A.M., Genaim S., On the linear ranking problem for integer linear-constraint loops, The 40th Annual ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages, POPL '13, pp. 51-62, (2013)"
a probabilistic anytime algorithm for the halting problem,"Calude C.S., Dumitrescu M., A probabilistic anytime algorithm for the halting problem, Comput., 7, 2-3, pp. 259-271, (2018)"
probabilistic principal component analysis,"Tipping M.E., Bishop C.M., Probabilistic principal component analysis, Journal of the Royal Statistical Society: Series B (Statistical Methodology), 61, 3, pp. 611-622, (1999)"
an efficient k-means clustering algorithm: analysis and implementation,"Kanungo T., Mount D.M., Netanyahu N.S., Piatko C.D., Silverman R., Wu A.Y., An efficient k-means clustering algorithm: Analysis and implementation, IEEE Trans. Pattern Anal. Mach. Intell 2002, pp. 881-892, (2002)"
a closer look at invalid action masking in policy gradient algorithms,"Huang S., Ontanon S., A closer look at invalid action masking in policy gradient algorithms, Arxiv Preprint Arxiv, 2006, (2020)"
nonlinear component analysis as akernel eigenvalue problem,"Scholkopf B., Smola A., Muller K.R., Nonlinear component analysis as akernel eigenvalue problem, Neural Comput, 10, 5, pp. 1299-1319, (1998)"
probabilistic outputs for support vector machines and comparisons to regularized likelihood methods,"Platt J., Probabilistic outputs for support vector machines and comparisons to regularized likelihood methods, Advances in Large Margin Classifiers, pp. 6-74, (1999)"
quasar: resource-efficient and qos-aware cluster management,"Delimitrou C., Kozyrakis C., Quasar: Resource-efficient and qos-aware cluster management, ACM SIGPLAN Notices, 49, 4, pp. 127-144, (2014)"
the cross-entropy method for combinatorial and continuous optimization,"Rubinstein R.Y., The cross-entropy method for combinatorial and continuous optimization, Methodology and Computing in Applied Probability, 1, pp. 127-190, (1999)"
an evaluation of machine learning in algorithm selection for search problems,"Kotthoff L., Gent I.P., Miguel I., An evaluation of machine learning in algorithm selection for search problems, AI Commun., 25, 3, pp. 257-270, (2012)"
a program data-ow analysis procedure,"Allen F.E., Cocke J., A program data-ow analysis procedure, Commun. ACM, 19, 3, (1976)"
the algorithm selection problem,"Rice J., The algorithm selection problem, Adv. Comput., 15, pp. 65-118, (1976)"
