Title,Full Reference
openai gym. arxiv preprint arxiv,"Brockman G., Cheung V., Pettersson L., Schneider J., Schulman J., Tang J., Zaremba W., Openai Gym. Arxiv Preprint Arxiv, (2016)"
program classification using gated graph attention neural network for online programming service. arxiv preprint arxiv,"Lu M., Tan D., Xiong N., Chen Z., Li H., Program Classification Using Gated Graph Attention Neural Network for Online Programming Service. Arxiv Preprint Arxiv, 1903, (2019)"
adam: a method for stochastic optimization. arxiv preprint arxiv,"Kingma D.P., Ba J., Adam: A Method for Stochastic Optimization. Arxiv Preprint Arxiv, 1412, (2014)"
smartpaste: learning to adapt source code. arxiv preprint arxiv,"Allamanis M., Brockschmidt M., Smartpaste: Learning to Adapt Source Code. Arxiv Preprint Arxiv, 1705, (2017)"
variational graph auto-encoders. arxiv:1611.07308 [cs,"Kipf T.N., Welling M., Variational graph auto-encoders. arXiv:1611.07308 [cs, Stat, (2016)"
generative code modeling with graphs. arxiv preprint arxiv,"Brockschmidt M., Allamanis M., Gaunt A.L., Polozov O., Generative Code Modeling with Graphs. Arxiv Preprint Arxiv, 1805, (2018)"
code completion by modeling flattened abstract syntax trees as graphs. arxiv preprint arxiv,"Wang Y., Li H., Code Completion by Modeling Flattened Abstract Syntax Trees as Graphs. Arxiv Preprint Arxiv, 2103, (2021)"
modeling functional similarity in source code with graph-based siamese networks. arxiv preprint arxiv,"Mehrotra N., Agarwal N., Gupta P., Anand S., Lo D., Purandare R., Modeling Functional Similarity in Source Code with Graph-Based Siamese Networks. Arxiv Preprint Arxiv, 2011, (2020)"
learning to represent programs with graphs. arxiv preprint arxiv,"Learning to Represent Programs with Graphs. Arxiv Preprint Arxiv, 1711, (2017)"
semi-supervised classification with graph convolutional networks. arxiv preprint arxiv,"Kipf T.N., Welling M., Semi-Supervised Classification with Graph Convolutional Networks. Arxiv Preprint Arxiv, 1609, (2016)"
graph attention networks. arxiv preprint arxiv,"Velickovic P., Cucurull G., Casanova A., Romero A., Lio P., Bengio Y., Graph Attention Networks. Arxiv Preprint Arxiv, 1710, (2017)"
leveraging grammar and reinforcement learning for neural program synthesis. arxiv preprint arxiv,"Bunel R., Hausknecht M., Devlin J., Singh R., Kohli P., Leveraging Grammar and Reinforcement Learning for Neural Program Synthesis. Arxiv Preprint Arxiv, 1805, (2018)"
programl: graph-based deep learning for program optimization and analysis. arxiv preprint arxiv,"Cummins C., Fisches Z.V., Ben-Nun T., Hoefler T., Leather H., Programl: Graph-Based Deep Learning for Program Optimization and Analysis. Arxiv Preprint Arxiv, (2020)"
unified pre-training for program understanding and generation. arxiv preprint arxiv,"Ahmad W.U., Chakraborty S., Ray B., Et al., Unified Pre-Training for Program Understanding and Generation. Arxiv Preprint Arxiv, 2103, (2021)"
deepcoder: learning to write programs. arxiv preprint arxiv,"Balog M., Gaunt A.L., Brockschmidt M., Nowozin S., Tarlow D., Deepcoder: Learning to Write Programs. Arxiv Preprint Arxiv, (2016)"
gated graph sequence neural networks. arxiv preprint arxiv 1511,"Li Y.J.F., Tarlow D.S., Brockschmidt M.T., Gated Graph Sequence Neural Networks. Arxiv Preprint Arxiv 1511, pp. 5493-5512, (2015)"
bpr: bayesian personalized ranking from implicit feedback. arxiv preprint arxiv,"Rendle S., Freudenthaler C., Gantner Z., Schmidt-Thieme L., BPR: Bayesian Personalized Ranking from Implicit Feedback. Arxiv Preprint Arxiv, 1205, (2012)"
structured neural summarization. arxiv preprint arxiv,"Fernandes P., Allamanis M., Brockschmidt M., Structured Neural Summarization. Arxiv Preprint Arxiv, 1811, (2018)"
fast graph representation learning with pytorch geometric. arxiv preprint arxiv,"Fey M., Lenssen J.E., Fast Graph Representation Learning with Pytorch Geometric. Arxiv Preprint Arxiv, (2019)"
code completion with neural attention and pointer networks. arxiv preprint arxiv,"Li J., Wang Y., Lyu M.R., King I., Code Completion with Neural Attention and Pointer Networks. Arxiv Preprint Arxiv, 1711, (2017)"
self-supervised heterogeneous graph neural network with co-contrastive learning. arxiv preprint arxiv,"Wang X., Liu N., Han H., Shi C., Self-Supervised Heterogeneous Graph Neural Network with Co-Contrastive Learning. Arxiv Preprint Arxiv, 2105, (2021)"
improved semantic representations from tree-structured long short-term memory networks. arxiv preprint arxiv,"Tai K.S., Socher R., Manning C.D., Improved Semantic Representations from Tree-Structured Long Short-Term Memory Networks. Arxiv Preprint Arxiv, 1503, (2015)"
