Title,Full Reference
whosefault: automatic developer-to-fault assignment through fault localization,"Servant F., Jones J.A., WhoseFault: Automatic developer-to-fault assignment through fault localization, 2012 34Th International Conference on Software Engineering (ICSE), Pp. 36–46. IEEE, (2012)"
cause clue clauses: error localization using maximum satisfiability,"Jose M., Majumdar R., Cause clue clauses: Error localization using maximum satisfiability, Proceedings of the 32nd ACM SIGPLAN Conference on Programming Language Design and Implementation, PLDI 2011, pp. 437-446, (2011)"
spectrum-based fault localization: testing oracles are no longer mandatory,"Xie X., Wong W. E., Chen T. Y., Xu B., Spectrum-based fault localization: Testing oracles are no longer mandatory, 2011 11th International Conference on Quality Software. IEEE, pp. 1-10, (2011)"
comparing learning to rank techniques in hybrid bug localization,"Shi Z., Keung J., Bennin K.E., Zhang X., Comparing learning to rank techniques in hybrid bug localization, Appl. Soft Comput., 62, pp. 636-648, (2018)"
exploring machine learning techniques for fault localization,"Ascari L.C., Araki L.Y., Pozo A.R., Vergilio S.R., Exploring machine learning techniques for fault localization, In Proceedings of 10Th Latin American Test Workshop., (2009)"
bp neural network-based effective fault localization,"Wong W.E., Qi Y., BP Neural Network-based Effective Fault Localization, International Journal of Software Engineering and Knowledge Engineering, 19, 4, (2019)"
on the accuracy of spectrum-based fault localization,"Abreu R., Zoeteweij P., Van Gemund A. J., On the accuracy of spectrum-based fault localization, Testing: Academic and industrial conference practice and research techniques-MUTATION (TAICPARTMUTATION 2007), pp. 89-98, (2007)"
empirical evaluation of the tarantula automatic fault-localization technique,"Jones J. A., Harrold M. J., Empirical evaluation of the tarantula automatic fault-localization technique, Proceedings of the 20th IEEE/ACM international Conference on Automated software engineering, pp. 273-282, (2005)"
deepfl: integrating multiple fault diagnosis dimensions for deep fault localization,"Li X., Li W., Zhang Y., Zhang L., Deepfl: Integrating multiple fault diagnosis dimensions for deep fault localization, Proceedings of the 28th ACM SIGSOFT International Symposium on Software Testing and Analysis, pp. 169-180, (2019)"
an empirical study of fault localization families and their combinations,"Zou D., Liang J., Xiong Y., Ernst M.D., Zhang L., An empirical study of fault localization families and their combinations, IEEE Transactions on Software Engineering, 2019, (2019)"
a family of code coveragebased heuristics for effective fault,"Wong W.E., Debroy V., Choi B., A family of code coveragebased heuristics for effective fault, The Journal of Systems and Software (JSS), 83, 2, pp. 188-208, (2010)"
“retrieval from software libraries for bug localization: a comparative study of generic and composite text models,"“Retrieval from software libraries for bug localization: A comparative study of generic and composite text models, MSR., (2011)"
cumulated gain-based evaluation of ir techniques,"Jarvelin K., Kekalainen J., Cumulated gain-based evaluation of IR techniques, ACM Trans. Inf. Syst. (TOIS), 20, 4, pp. 422-446, (2002)"
fluccs: using code and change metrics to improve fault localization,"Sohn J., Yoo S., Fluccs: Using code and change metrics to improve fault localization, Proceedings of the 26th ACM SIGSOFT International Symposium on Software Testing and Analysis, pp. 273-283, (2017)"
boosting coverage-based fault localization via graphbased representation learning,"Lou Y., Zhu Q., Dong J., Li X., Sun Z., Hao D., Zhang L., Zhang L., Boosting coverage-based fault localization via graphbased representation learning, Proceedings of the 29th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering., pp. 664-676, (2021)"
feature-fl: feature-based fault localization,"Lei Y., Xie H., Zhang T., Yan M., Zhou X., Sun C., Feature-FL: feature-based fault localization, IEEE Trans Reliab, 71, 1, pp. 264-283, (2022)"
ask the mutants: mutating faulty programs for fault localization,"Moon S., Kim Y., Kim M., Yoo S., Ask the mutants: Mutating faulty programs for fault localization, 2014 IEEE Seventh Inter-national Conference on Software Testing, Verification and Validation, pp. 153-162, (2014)"
practitioners' expectations on automated fault localization,"Kochhar P. S., Xia X., Lo D., Li S., Practitioners' expectations on automated fault localization, Proceedings of the 25th International Symposium on Software Testing and Analysis, pp. 165-176, (2016)"
on the influence of multiple faults on coverage-based fault localization,"On the influence of multiple faults on coverage-based fault localization, In Proceedings of the 2011 International Symposium on Software Testing and Analysis (ISSTA)., (2011)"
spectrum-based software fault localization: a survey of techniques,"de Souza H. A., Chaim M. L., Kon F., Spectrum-based software fault localization: A survey of techniques, advances, and challenges, (2016)"
an evaluation of similarity coefficients for software fault localization,"Abreu R., Zoeteweij P., Van Gemund A. J., An evaluation of similarity coefficients for software fault localization, 2006 12th Pacific Rim International Symposium on Dependable Computing (PRDC'06). IEEE, pp. 39-46, (2006)"
test input reduction for result inspection to facilitate fault localization,"Hao D., Xie T., Zhang L., Wang X., Sun J., Mei H., Test input reduction for result inspection to facilitate fault localization, (2012)"
learning a graph-based classifier for fault localization,"Zhong H., Mei H., Learning a graph-based classifier for fault localization, Science China Information Sciences, 63, (2020)"
selecting fault revealing mutants,"Titcheu Chekam T., Papadakis M., Bissyande T.F., Le Traon Y., Sen K., Selecting fault revealing mutants, Empir. Softw. Eng., 25, 1, pp. 434-487, (2020)"
towards better fault localization: a crosstab-based statistical approach,"Wong W.E., Debroy V., Xu D., Towards better fault localization: A crosstab-based statistical approach, IEEE Trans, 42, 3, (2012)"
a learning-to-rank based fault localization approach using likely invariants,"Le T.B., Lo D., Le Goues C., Grunske L., A learning-to-rank based fault localization approach using likely invariants, ISSTA, pp. 177-188, (2016)"
"using mutants to locate ""unknown"" faults","Papadakis M., Le Traon Y., Using mutants to locate ""unknown"" faults, 2012 IEEE Fifth International Conference on Software Test-ing, Verification and Validation, pp. 691-700, (2012)"
software fault localization using dstar (d),"Wong W. E., Debroy V., Li Y., Gao R., Software fault localization using dstar (d), 2012 IEEE Sixth International Conference on Software Security and Reliability. IEEE, pp. 21-30, (2012)"
effective fault localization via mutation analysis: a selective mutation approach,"Papadakis M., Le Traon Y., Effective fault localization via mutation analysis: A selective mutation approach, Proceedings of the 29th annual ACM symposium on applied computing, pp. 1293-1300, (2014)"
metallaxis-fl: mutation-based fault localization,"Papadakis M., Le Traon Y., Metallaxis-fl: mutation-based fault localization, Software Testing, Verification and Reliability, 25, 5-7, pp. 605-628, (2015)"
evaluating the usefulness of ir-based fault localization techniques,"Wang Q., Parnin C., Orso A., Evaluating the usefulness of IR-based fault localization techniques, In Proceedings of International Symposium on Software Testing and Analysis (ISSTA)., (2015)"
faster mutation-based fault localization with a novel mutation execution strategy,"Gong P., Zhao R., Li Z., Faster mutation-based fault localization with a novel mutation execution strategy, 2015 IEEE Eighth International Conference on Software Testing, Verification and Validation Workshops (ICSTW). IEEE, pp. 1-10, (2015)"
a survey on software fault localization,"Wong W. E., Gao R., Li Y., Abreu R., Wotawa F., A survey on software fault localization, IEEE Transactions on Software Engineering, 42, 8, pp. 707-740, (2016)"
a grouping-based strategy to improve the effectiveness of fault localization techniques,"Debroy V., Wong W. E., Xu X., Choi B., A grouping-based strategy to improve the effectiveness of fault localization techniques, 2010 10th International Conference on Quality Software. IEEE, pp. 13-22, (2010)"
transforming programs and tests in tandem for fault localization,"Li X., Zhang L., Transforming programs and tests in tandem for fault localization, Proceedings of the ACM on Programming Languages, 1, pp. 1-30, (2017)"
