Title,Full Reference
cc2vec: distributed representations of code changes,"Hoang T., Jin Kang H., Lawall J., Lo D., CC2Vec: Distributed representations of code changes, Proceedings of the 42nd International Conference on Software Engineering, pp. 518-529, (2020)"
word2vec parameter learning explained,"Rong X., word2vec parameter learning explained, (2014)"
repo2vec: a comprehensive embedding approach for determining repository similarity,"Faruk Rokon O., Yan P., Islam R., Faloutsos M., Repo2vec: A comprehensive embedding approach for determining repository similarity, ICSME, (2021)"
déjàvu: a map of code duplicates on github,"Lopes C.V., Maj P., Martins P., Saini V., Yang D., Zitny J., Sajnani H., Vitek J., DéjàVu: A map of code duplicates on GitHub, Proceedings of the 2017 ACM on Programming Languages (OOPSLA'17), pp. 1-28, (2017)"
2020 flow2vec: value-flow-based precise code embedding. proc,"Sui Y., Cheng X., Zhang G., Wang H., 2020 Flow2Vec: Value-Flow-Based Precise Code Embedding. Proc, ACM Program. Lang 4, (2020)"
struc2vec: learning node representations from structural identity,"Ribeiro L.F.R., Saverese P.H.P., Figueiredo D.R., Struc2vec: Learning Node Representations from Structural Identity, Proceedings of the 23rd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, (2017)"
word2vec explained: deriving mikolov,"Goldberg Y., Levy O., Word2vec Explained: Deriving Mikolov, et Al.'s Negative-sampling Word-embedding Method, (2014)"
word2vec explained: deriving mikolov et al.’s negative-sampling word-embedding method,"Goldberg Y., Levy O., Word2vec Explained: Deriving Mikolov et al.’s negative-sampling word-embedding method, Arxiv, 1402, (2014)"
2019. code2vec: learning distributed representations of code,"Alon U., Zilberstein M., Levy O., Yahav E., 2019. Code2vec: Learning Distributed Representations of Code, 3, (2019)"
2019. assessing the generalizability of code2vec token embeddings,"Jin Kang H., Bissyande T.F., Lo D., 2019. Assessing the generalizability of code2vec token embeddings, 2019 34th IEEE/ACM International Conference on Automated Software Engineering (ASE). Ieee, pp. 1-12"
bin2vec: learning representations of binary executable programs for security tasks,"Arakelyan S., Hauser C., Kline E., Galstyan A., Bin2vec: Learning representations of binary executable programs for security tasks, CoRR, (2020)"
word2vec,"Grohe M., 2020. word2vec, node2vec, graph2vec, X2vec: Towards a theory of vector embeddings of structured data, 39th ACM Symposium on Principles of Database Systems, pp. 1-16"
commit2vec: learning distributed representations of code changes,"Cabrera Lozoya R., Baumann A., Sabetta A., Bezzi M., Commit2vec: Learning distributed representations of code changes, SN Computer Science, 2, 3, pp. 1-16, (2021)"
import2vec learning embeddings for software libraries,"Theeten B., Vandeputte F., Van Cutsem T., Import2vec learning embeddings for software libraries, Proceedings of the 16th International Conference on Mining Software Repositories, pp. 18-28, (2019)"
sent2vec: a new sentence embedding representation with sentimental semantic,"Moghadasi M.N., Zhuang Y., Sent2vec: A new sentence embedding representation with sentimental semantic, 2020 IEEE International Conference on Big Data, Big Data, pp. 4672-4680, (2020)"
