Title,Full Reference
linguistic antipatterns: what they are and how developers perceive them,"Arnaoudova V., Di Penta M., Antoniol G., Linguistic antipatterns: What they are and how developers perceive them, Empir. Softw. Eng., 21, 1, pp. 104-158, (2016)"
a longitudinal and retrospective study on how developers misuse cryptography in online communities,"Braga A., Dahab R., A longitudinal and retrospective study on how developers misuse cryptography in online communities, Xvii Simpósio Brasileiro em Segurança da Informação e de Sistemas Computacionais (SBSeg'17), (2017)"
why do commercial companies contribute to open source software,"Andersen-Gott M., Ghinea G., Bygstad B., Why do commercial companies contribute to open source software, International Journal of Information Management, 32, 2, pp. 106-117, (2012)"
java cryptography architecture (jca) reference guide,"Java Cryptography Architecture (Jca) Reference Guide, (2020)"
toward an understanding of the motivation of open source software developers,"Ye Y., Kishida K., Toward an understanding of the motivation of open source software developers, ICSE, pp. 419-429, (2003)"
an empirical study of cryptographic misuse in android applications,"Egele M., Brumley D., Fratantonio Y., Kruegel C., An empirical study of cryptographic misuse in android applications, Proceedings of the 2013 Acm Sigsac Conference on Computer & Communications Security. Acm, pp. 73-84, (2013)"
mining cryptography misuse in online forums,"Braga A., Dahab R., Mining cryptography misuse in online forums, 2016 Ieee International Conference on Software Quality, Reliability and Security Companion (QRS-C). Ieee, pp. 143-150, (2016)"
preliminary empirical identification of barriers faced by newcomers to open source software projects,"Steinmacher I., Paula Chaves A., Uchoa Conte T., Aurelio Gerosa M., Preliminary empirical identification of barriers faced by newcomers to Open Source Software projects, SBES, pp. 51-60, (2014)"
what makes apis hard to learn answers from developers,"Robillard M. P., What makes apis hard to learn answers from developers, IEEE Software, 26, 6, pp. 27-34, (2009)"
why does cryptographic software fail?: a case study and open problems,"Lazar D., Chen H., Wang X., Zeldovich N., Why does cryptographic software fail?: A case study and open problems, Proceedings of 5th Asia-Pacific Workshop on Systems., (2014)"
current issues and research trends on open-source software communities,"Martinez-Torres M.R., Diaz-Fernandez M.C., Current Issues And Research Trends On Open-Source Software Communities, Technology Analysis & Strategic Management, 26, 1, pp. 55-68, (2014)"
how do software engineers understand code changes? an exploratory study in industry,"Tao Y., Dang Y., Xie T., Zhang D., Kim S., How do software engineers understand code changes? An exploratory study in industry, Proceedings of The ACM SIGSOFT 20th International Symposium on The Foundations of Software Engineering, pp. 1-11, (2012)"
the shifting sands of motivation: revisiting what drives contributors in open source,"Gerosa M., Wiese I., Trinkenreich B., Link G., Robles G., Treude C., Steinmacher I., Sarma A., The shifting sands of motivation: Revisiting what drives contributors in open source, ICSE, pp. 1046-1058, (2021)"
jumping through hoops: why do java developers struggle with cryptography apis?,"Nadi S., Kruger S., Mezini M., Bodden E., Jumping through hoops: Why do Java developers struggle with cryptography apis?, Proceedings of the 38th International Conference on Software Engineering., pp. 935-946, (2016)"
how do professional developers comprehend software?,"Roehm T., Tiarks R., Koschke R., Maalej W., How do professional developers comprehend software?, Proc. 34th Int. Conf. Softw. Eng., pp. 255-265, (2012)"
