Title,Full Reference
agreement on target-bidirectional neural machine translation,"Liu L., Utiyama M., Finch A.M., Sumita E., Agreement on Target-bidirectional Neural Machine Translation, Proceedings of the NAACL HLT 2016, The 2016 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies, pp. 411-416"
neural machine translation of rare words with subword units,"Sennrich R., Haddow B., Birch A., Neural Machine Translation of Rare Words with Subword Units, Proceedings of the 54th Annual Meeting of the Association for Computational Linguistics (1: Long Papers), pp. 1715-1725, (2016)"
automatic evaluation of machine translation quality using longest common subsequence and skip-bigram statistics,"Lin C., Josef Och F., Automatic evaluation of machine translation quality using longest common subsequence and skip-bigram statistics, Proceedings of the 42nd Annual Meeting of the Association for Computational Linguistics (ACL-04)., pp. 605-612, (2004)"
bleu: a method for automatic evaluation of machine translation,"Papineni K., Roukos S., Ward T., Zhu W., Bleu: a method for automatic evaluation of machine translation, Proceedings of the 40th annual meeting of the Association for Computational Linguistics, pp. 311-318, (2002)"
coconut: combining context-aware neural translation models using ensemble for program repair,"Lutellier T., Pham H. V., Pang L., Li Y., Wei M., Tan L., Coconut: Combining context-aware neural translation models using ensemble for program repair, Proceedings of the 29th ACM SIGSOFT International Symposium on Software Testing and Analysis, pp. 101-114, (2020)"
improving neural machine translation models with monolingual data,"Sennrich R., Haddow B., Birch A., Improving Neural Machine Translation Models with Monolingual Data, Proceedings of the 54th Annual Meeting of the Association for Computational Linguistics (ACL), (2016)"
on the properties of neural machine translation: encoder-decoder approaches,"Cho K., Van Merrienboer B., Bahdanau D., Bengio Y., On the Properties of Neural Machine Translation: Encoder-Decoder Approaches, Proceedings of SSST-8, Eighth Workshop on Syntax, Semantics and Structure in Statistical Translation. Association for Computational Linguistics, Doha, Qatar, pp. 103-111, (2014)"
learning phrase representations using rnn encoder–decoder for statistical machine translation,"Cho K., van Merrienboer B., Gulcehre C., Bahdanau D., Bougares F., Schwenk H., Bengio Y., Learning phrase representations using RNN encoder–decoder for statistical machine translation, Proceedings of the 2014 conference on empirical methods in natural language processing (EMNLP), pp. 1724-1734, (2014)"
effective approaches to attention-based neural machine translation,"Luong T., Pham H., Manning C.D., Effective approaches to attention-based neural machine translation, Proceedings of the 2015 Conference on Empirical Methods in Natural Language Processing, pp. 1412-1421, (2015)"
modeling coverage for neural machine translation,"Tu Z., Lu Z., Liu Y., Liu X., Li H., Modeling coverage for neural machine translation, Association for Computational Linguistics. ACL, pp. 76-85, (2016)"
google's neural machine translation system: bridging the gap between human and machine translation.,"Wu Y., Schuster M., Chen Z., Le Q.V., Norouzi M., MacHerey W., Krikun M., Cao Y., Gao Q., MacHerey K., Et al., Google's Neural Machine Translation System: Bridging the Gap between Human and Machine Translation., (2016)"
neural machine translation by jointly learning to align and translate,"Bahdanau D., Cho K., Bengio Y., Neural machine translation by jointly learning to align and translate, 3rd International Conference on Learning Representations, ICLR 2015, (2015)"
graph based translation memory for neural machine translation,"Xia M., Huang G., Liu L., Shi S., Graph based translation memory for neural machine translation, Proceedings of the AAAI Conference on Artificial Intelligence, pp. 7297-7304, (2019)"
learning to generate corrective patches using neural machine translation,"Hata H., Shihab E., Neubig G., Learning to generate corrective patches using neural machine translation, (2019)"
meteor universal: language specific translation evaluation for any target language,"Denkowski M.J., Lavie A., Meteor Universal: Language specific translation evaluation for any target language, pp. 376-380, (2014)"
pharaoh: a beam search decoder for phrase-based statistical machine translation models,"Koehn P., Pharaoh: A beam search decoder for phrase-based statistical machine translation models, Machine Translation: From Real Users to Research, 6th Conference of the Association for Machine Translation in the Americas, AMTA 2004, pp. 115-124, (2004)"
opennmt: open-source toolkit for neural machine translation,"Klein G., Kim Y., Deng Y., Senellart J., Rush A.M., OpenNMT: Open-source toolkit for neural machine translation, Proceedings of the 55th Annual Meeting of the Association for Computational Linguistics, pp. 67-72, (2017)"
reducing word omission errors in neural machine translation: a contrastive learning approach,"Yang Z., Cheng Y., Liu Y., Sun M., Reducing word omission errors in neural machine translation: A contrastive learning approach, Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics (ACL ?19). ACM, pp. 6191-6196, (2019)"
tree-to-sequence attentional neural machine translation,"Eriguchi A., Hashimoto K., Tsuruoka Y., Tree-to-sequence attentional neural machine translation, Proceedings of the 54th Annual Meeting of the Association for Computational Linguistics, pp. 823-833, (2016)"
fast and robust neural network joint models for statistical machine translation,"Devlin J., Zbib R., Huang Z., Lamar T., Schwartz R., Makhoul J., Fast and robust neural network joint models for statistical machine translation, Proceedings of the 52nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), (2014)"
