Title,Full Reference
augmenting abstract syntax trees for program understanding,"Welty C.A., Augmenting abstract syntax trees for program understanding, Proc. 12th IEEE Int. Conf. Automated Softw. Eng., pp. 126-133, (1997)"
simple fast algorithms for the editing distance between trees and related problems,"ZHANG K., SHASHA D., Simple fast algorithms for the editing distance between trees and related problems, SIAM Journal on Computing, 18, 6, pp. 1245-1262, (1989)"
an algorithm for generating abstract syntax trees,"Noonan R.E., An algorithm for generating abstract syntax trees, Comput. Lang., 10, 3-4, pp. 225-236, (1985)"
head-lexicalized bidirectional tree lstms,"Teng Z., Zhang Y., Head-lexicalized bidirectional tree lstms, Transactions of the Association for Computational Linguistics, 5, pp. 163-177, (2017)"
understanding source code evolution using abstract syntax tree matching,"Neamtiu I., Foster J.S., Hicks M., Understanding source code evolution using abstract syntax tree matching, Proceedings of the 2005 international workshop on Mining software repositories, pp. 1-5, (2005)"
the zephyr abstract syntax description language,"Wang D.C., Appel A.W., Korn J.L., Serra C.S., The Zephyr Abstract Syntax Description Language, Proceedings of the Conference on Domain-Specific Languages, DSL'97, pp. 213-228, (1997)"
a dataset of simplified syntax trees for c,"Proksch S., Amann S., Nadi S., Mezini M., A dataset of simplified syntax trees for C, Proceedings of the 13th International Conference on Mining Software Repositories, pp. 476-479, (2016)"
programmers' de-anonymization using a hybrid approach of abstract syntax tree and deep learning,"Ullah F., Jabbar S., Al-Turjman F., Programmers' de-anonymization using a hybrid approach of abstract syntax tree and deep learning, Tech-nol. Forecasting Social Change, 159, (2020)"
a novel neural source code representation based on abstract syntax tree,"Zhang J., Wang X., Zhang H., Sun H., Wang K., Liu X., A novel neural source code representation based on abstract syntax tree, Proceedings of the 41st International Conference on Software Engineering, ICSE 2019, pp. 783-794, (2019)"
abstract syntax tree implementation idioms,"Jones J., Abstract syntax tree implementation idioms, Proceedings of the 2003 10th Conference on Pattern Languages of Programs, pp. 1-10, (2003)"
depth-first iterative-deepening: an optimal admissible tree search,"Korf R.E., Depth-first iterative-deepening: An optimal admissible tree search, Artificial Intelligence, 27, 1, pp. 97-109, (1985)"
generalized vulnerability extrapolation using abstract syntax trees,"Yamaguchi F., Lottmann M., Rieck K., Generalized vulnerability extrapolation using abstract syntax trees, Proceedings of the 28th Annual Computer Security Applications Conference ACM, pp. 359-368, (2012)"
recursive tree grammar autoencoders,"PAASSEN B., KOPRINSKA I., YACEF K., Recursive tree grammar autoencoders, (2021)"
you only need attention to traverse trees,"Ahmed M., Samee M.R., Mercer R.E., You only need attention to traverse trees, Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics, pp. 316-322, (2019)"
