Title,Full Reference
comparing and experimenting machine learning techniques for code smell detection,"Fontana F.A., Mantyla M.V., Zanoni M., Et al., Comparing and experimenting machine learning techniques for code smell detection, Empirical Software Engineering, 21, pp. 1143-1191, (2016)"
towards a taxonomy of bad smells detection approaches,"Hadj-Kacem M., Bouassida N., Towards a taxonomy of bad smells detection approaches, Proceedings of the 13th International Conference on Software Technologies. SciTePress, pp. 164-175, (2018)"
aroma: code recommendation via structural code search,"Luan S., Yang D., Barnaby C., Sen K., Chandra S., Aroma: Code recommendation via structural code search, Proceedings of the ACM on Programming Languages, (2019)"
software smell detection techniques: a systematic literature review,"AbuHassan A., Alshayeb M., Ghouti L., Software smell detection techniques: A systematic literature review, Journal of Software: Evolution and Process, 33, (2021)"
toward a catalogue of architectural bad smells.,"Garcia J., Popescu D., Edwards G., Medvidovic N., Toward a catalogue of architectural bad smells., QoSA, LNCS, 5581, pp. 146-162, (2009)"
a cooperative parallel search-based software engineering approach for code-smells detection,"Kessentini W., Kessentini M., Sahraoui H., Bechikh S., Ouni A., A cooperative parallel search-based software engineering approach for code-smells detection, IEEE Transactions on Software Engineering, 40, 9, pp. 841-861, (2014)"
i know what you coded last summer: mining candidate expertise from github repositories,"Saxena R., Pedanekar N., I Know What You Coded Last Summer: Mining Candidate Expertise From Github Repositories, Companion of the 2017 ACM Conference on Computer Supported Cooperative Work and Social Computing, pp. 299-302, (2017)"
deep learning based code smell de-tection,"Liu H., Jin J., Xu Z., Et al., Deep Learning Based Code Smell De-tection, IEEE Trans. Software Engineering, 47, (2021)"
detecting bad smells in source code using change history information,"Palomba F., Bavota G., Di Penta M., Oliveto R., De Lucia A., Poshyvanyk D., Detecting bad smells in source code using change history information, Proceedings of the 28th IEEE/ACM International Conference on Automated Software Engineering. IEEE Press, pp. 268-278, (2013)"
automatic detection of instability architectural smells,"Fontana F.A., Pigazzini I., Roveda R., Zanoni M., Automatic detection of instability architectural smells, ICSME, pp. 433-437, (2016)"
mlcq: industry-relevant code smell data set,"Madeyskia L., Lewowski T., MLCQ: Industry-Relevant Code Smell Data Set, Proc. Evaluation and Assessment in Software Engi-neering, pp. 342-347, (2020)"
hotspot patterns: the formal definition and automatic detection of architecture smells,"Mo R., Cai Y., Kazman R., Xiao L., Hotspot patterns: The formal definition and automatic detection of architecture smells, Proceedings of the 2015 12th Working IEEE/IFIP Conference on Software Architecture, WICSA ’15, pp. 51-60, (2015)"
a hybrid approach to detect code smells using deep learning,"Hadj-Kacem M., Bouassida N., A hybrid approach to detect code smells using deep learning, Proceedings of the 13th International Conference on Eval- Uation of Novel Approaches to Software Engineering. SciTePress, pp. 137-146, (2018)"
model level code smell detection using egapso based on similarity measures,"Saranya G., Nehemiah H.K., Kannan A., Nithya V., Model Level Code Smell Detection Using Egapso Based on Similarity Measures, 57, 3, pp. 1631-1642, (2018)"
when and why your code starts to smell bad,"Tufano M., Palomba F., Bavota G., Oliveto R., Di Penta M., De Lucia A., Poshyvanyk D., When and why your code starts to smell bad, Proceedings of the 37th International Conference on Software Engineering, 1, pp. 403-414, (2015)"
code bad smell detection through evolutionary data mining,"Fu S., Shen B., Code bad smell detection through evolutionary data mining, 2015 ACM/IEEE International Symposium on Empirical Software Engineering and Measurement (ESEM), Oct 2015, pp. 1-9"
decor: a method for the specification and detection of code and design smells,"Moha N., Gueheneuc Y.G., Duchien L., Meur A.F.L., Decor: A method for the specification and detection of code and design smells, IEEE Transactions on Software Engineering, 36, 1, pp. 20-36, (2010)"
a textual-based technique for smell detection,"Palomba F., Panichella A., Lucia A.D., Oliveto R., Zaidman A., A textual-based technique for smell detection, IEEE 24th International Conference on Program Comprehension (ICPC). IEEE, pp. 1-10, (2016)"
landfill: an open dataset of code smells with public evaluation,"Palomba F., Nucci D.D., Tufano M., Bavota G., Oliveto R., Poshyvanyk D., De Lucia A., Landfill: An open dataset of code smells with public evaluation, Proceedings of the 12th Working Conference on Mining Software Repositories, pp. 482-485, (2015)"
mining version histories for detecting code smells,"Palomba F., Bavota G., Penta M.D., Oliveto R., Poshyvanyk D., Lucia A.D., Mining version histories for detecting code smells, IEEE Transactions on Software Engineering, 41, 5, pp. 462-489, (2015)"
code smell severity classification using machine learning techniques,"Fontana F.A., Zanoni M., Code smell severity classification using machine learning techniques, Knowledge-Based Systems, 128, pp. 43-58, (2017)"
code smells detection and visualization: a systematic literature review,"Pereira dos Reis J., Brito e Abreu F., de Figueiredo Carneiro G., Et al., Code Smells Detection and Visualization: A Systematic Literature Review, Archives of Computational Methods in Engineering, 29, pp. 47-94, (2022)"
