Title,Full Reference
how many of all bugs do we find? a study of static bug detectors,"Habib A., Pradel M., How many of all bugs do we find? a study of static bug detectors, ASE, pp. 317-328, (2018)"
where should we fix this bug? a two-phase recommendation model,"Kim D., Tao Y., Kim S., Zeller A., Where should we fix this bug? A two-phase recommendation model, IEEE Transactions on Software Engineering, 39, 11, (2013)"
an empirical study on real bug fixes.,"Zhong H., Su Z., An Empirical Study on Real Bug Fixes., (2015)"
common bugfix patterns: a large-scale observational study,"Cunha Campos E., De Almeida Maia M., Common bugfix patterns: A large-scale observational study, 2017 ACM/IEEE International Symposium on Empirical Software Engineering and Measurement (ESEM). IEEE, pp. 404-413, (2017)"
a large-scale empirical study of security patches,"Li F., Paxson V., A large-scale empirical study of security patches, Proceedings of the 2017 Acm Sigsac Conference on Computer and Communications Security, Ccs '17, pp. 2201-2215, (2017)"
severity assessment of a reported bug by considering its uncertainty and irregular state[j],"Kumari M., Sharma M., Singh V.B., Severity assessment of a reported bug by considering its uncertainty and irregular state[J], International J. Open Source Softw. Process., 9, 4, pp. 20-46, (2018)"
how often do single-statement bugs occur the manysstubs4j dataset,"Karampatsis R., Sutton C.A., How often do single-statement bugs occur the ManySStuBs4J dataset, Proceedings of the 17th Mining Software Repositories IEEE, (2020)"
an empirical investigation into learning bug-fixing patches in sequence association rales,"Thummalapenta S., Xie T., An empirical investigation into learning bug-fixing patches in sequence association rales, ICSE, pp. 496-506, (2009)"
an exploratory study of bug prediction at the method level,"Mo R., Wei S., Feng Q., Li Z., An exploratory study of bug prediction at the method level, Inf. Softw. Technol., 144, (2022)"
an empirical study on learning bug-fixing patches in the wild via neural machine translation,"Tufano M., Watson C., Bavota G., Penta M.D., White M., Poshyvanyk D., An empirical study on learning bug-fixing patches in the wild via neural machine translation, Trans. Softw. Eng. Methodol., (2019)"
a large-scale empirical study of just-in-time quality assurance,"Kamei Y., Shihab E., Adams B., Hassan A., Mockus A., Sinha A., Ubayashi N., A large-scale empirical study of just-in-time quality assurance, IEEE Trans. Softw. Eng., 39, 6, pp. 757-773, (2013)"
neural bug finding: a study of opportunities and challenges,"Habib A., Pradel M., Neural bug finding: A study of opportunities and challenges, (2019)"
how security bugs are fixed and what can be improved: an empirical study with mozilla,"Sun X., Peng X., Zhang K., Liu Y., Cai Y., How security bugs are fixed and what can be improved: an empirical study with mozilla, Sci. China Inf. Sci., 62, 1, pp. 191021-191023, (2019)"
