Title,Full Reference
mining business topics in source code using latent dirichlet allocation,"Maskeri G., Sarkar S., Heafield K., Mining business topics in source code using latent dirichlet allocation, Proceedings of the 2008 1st India Software Engineering Conference, ISEC'08, pp. 113-120, (2008)"
non-essential changes in version histories,"Kawrykow D., Robillard M.P., Non-essential changes in version histories, Proceeding 33rd Int. Conf. Softw. Eng.-ICSE'11, (2011)"
incorporating version histories in information retrieval based bug localization,"Sisman B., Kak A.C., Incorporating version histories in information retrieval based bug localization, In Proceedings of 9Th IEEE Working Conference on Mining Software Repositories., (2012)"
compositional vector space models for improved bug localization,"Wang S., Lo D., Lawall J., Compositional vector space models for improved bug localization, In Proceedings of IEEE International Conference on Software Maintenance and Evolution (ICSME)., (2014)"
incbl: incremental bug localization,"Yang Z., Shi J., Wang S., Lo D., IncBL: Incremental bug localization, 36th IEEE/ACM International Conference on Automated Software Engineering, ASE 2021, Melbourne, Australia, November 15-19, 2021, pp. 1223-1226, (2021)"
an approach for bug localization in models using two levels: model and metamodel,"Arcega L., Font J., Haugen O., Cetina C., An approach for bug localization in models using two levels: model and metamodel, Softw Syst Model, 18, 6, pp. 3551-3576, (2019)"
bug localization with combination of deep learning and information retrieval,"Lam A.N., Nguyen A.T., Nguyen H.A., Nguyen T.N., Bug localization with combination of deep learning and information retrieval, 2017 IEEE/ACM 25Th International Conference on Program Comprehension, pp. 218-229, (2017)"
where2change: change request localization for app reviews,"Zhang T., Chen J., Zhan X., Luo X., Lo D., Jiang H., Where2Change: change request localization for app reviews, IEEE Transactions on Software Engineering, 47, 11, pp. 2590-2616, (2021)"
improving bug localization using structured information retrieval,"Saha Ripon K., Lease Matthew, Khurshid Sarfraz, Perry Dewayne E., Improving bug localization using structured information retrieval, 28th IEEE/ACM International Conference on Automated Software Engineering, pp. 345-355, (2013)"
deep learning with customized abstract syntax tree for bug localization,"Liang H., Sun L., Wang M., Yang Y., Deep learning with customized abstract syntax tree for bug localization, IEEE Access, 7, pp. 116309-116320, (2019)"
potential biases in bug localization: do they matter?,"Kochhar P.S., Tian Y., Lo D., Potential biases in bug localization: Do they matter?, Proceedings of the 29Th ACM/IEEE International Conference on Automated Software Engineering, pp. 803-814, (2014)"
structured information in bug report descriptions - influence on ir-based bug localization and developers,"Rath M., Mader P., Structured information in bug report descriptions - influence on IR-based bug localization and developers, Softw Qual J, 27, 3, pp. 1315-1337, (2019)"
a deep multimodal model for bug localization,"Zhu Z., Li Y., Wang Y., Wang Y., Tong H., A deep multimodal model for bug localization, Data Mining and Knowledge Discovery, (2021)"
bug localization via supervised topic modeling,"Wang Yaojing, Yao Yuan, Tong Hanghang, Huo Xuan, Li Ming, Xu Feng, Lu Jian, Bug localization via supervised topic modeling, 18th IEEE International Conference on Data Mining, pp. 607-616, (2018)"
mining cause-effect-chains from version histories,"Herzig K., Zeller A., Mining cause-effect-chains from version histories, Software Reliability Engineering (ISSRE), 2011 IEEE 22nd International Symposium On. IEEE, pp. 60-69, (2011)"
exploiting code knowledge graph for bug localization via bi-directional attention,"Zhang J., Xie R., Ye W., Zhang Y., Zhang S., Exploiting code knowledge graph for bug localization via bi-directional attention, pp. 219-229, (2020)"
bug localization using latent dirichlet allocation,"Lukins S.K., Kraft N.A., Etzkorn L.H., Bug localization using latent Dirichlet allocation, Information and Software Technology, 52, 9, (2012)"
beep: fine-grained fix localization by learning to predict buggy code elements,"Wang S., Liu K., Lin B., Li L., Klein J., Mao X., Bissyande T.F., Beep: Fine-grained Fix Localization by Learning to Predict Buggy Code Elements, (2021)"
populating a release history database from version control and bug tracking systems,"Fischer Michael, Pinzger Martin, Gall Harald, Populating a release history database from version control and bug tracking systems, International Conference on Software Maintenance, pp. 23-32, (2003)"
improved bug localization based on code change histories and bug reports,"Youm K.C., Ahn J., Lee E., Improved bug localization based on code change histories and bug reports, Information and Software Technology, 82, pp. 177-192, (2017)"
cooba: cross-project bug localization via adversarial transfer learning,"Zhu Z., Li Y., Tong H., Wang Y., COOBA: Cross-project bug localization via adversarial transfer learning, pp. 3565-3571, (2020)"
can automated program repair refine fault localization? a unified debugging approach,"Lou Y., Ghanbari A., Li X., Zhang L., Zhang H., Hao D., Zhang L., Can automated program repair refine fault localization? a unified debugging approach, Proceedings of the 29th ACM SIGSOFT International Symposium on Software Testing and Analysis, ISSTA 2020, pp. 75-87, (2020)"
improving ir-based bug localization with context-aware query reformulation,"Rahman M.M., Roy C.K., Improving IR-based bug localization with context-aware query reformulation, Proceedings of the 2018 26th ACM joint meeting on European software engineering conference and symposium on the foundations of software engineering, (2018)"
slicing in the presence of parameter aliasing,"Binkley D., Slicing in the presence of parameter aliasing, Software Engineering Research Forum, pp. 261-268, (1993)"
source code retrieval for bug localization using latent dirichlet allocation,"Lukins Stacy K., Kraft Nicholas A., Etzkorn Letha H., Source code retrieval for bug localization using latent dirichlet allocation, Proceedings of the 15th Working Conference on Reverse Engineering, pp. 155-164, (2008)"
