Title,Full Reference
mohamed a.-r.,"Parisotto E., Mohamed A.-R., Singh R., Li L., Zhou D., Kohli P., Neuro-symbolic program synthesis, Arxiv Preprint Arxiv, 1611, (2016)"
stol k.-j.,"Stol K.-J., Fitzgerald B., The abc of software engineering research, ACM Trans. Softw. Eng. Methodol., 27, (2018)"
li zhenmin,"Li Zhenmin, Lu Shan, Myagmar Suvda, Zhou Yuanyuan, Cp-miner: Finding copy-paste and related bugs in large-scale software code, IEEE Transactions on software Engineering, 32, 3, pp. 176-192, (2006)"
d'mello s.,"Rodeghero P., McMillan C., McBurney P.W., Bosch N., D'Mello S.K., Improving automated source code summarization via an eye-tracking study of programmers, In: ICSE, ACM, pp. 390-401, (2014)"
teh y.-w.,"Hinton G.E., Osindero S., Teh Y.-W., A fast learning algorithm for deep belief nets, Neural computation, 18, 7, pp. 1527-1554, (2006)"
ying zhitao,"Hamilton William L., Ying Zhitao, Leskovec Jure, Inductive representation learning on large graphs, Advances in Neural Information Processing Systems 30: Annual Conference on Neural Information Processing Systems 2017, pp. 1024-1034, (2017)"
gephi,Gephi
ba lei jimmy,"Ba Lei Jimmy, Kiros Jamie Ryan, Hinton Geoffrey E., Layer normalization, CoRR, (2016)"
ply,""
vaswani ashish,""
ramos,"Ramos D.A., Engler D., Under-constrained symbolic execution: Correctness checking for real code, Proc. 24th Usenix Secur. Symp. (USENIX Secur.), pp. 49-64, (2015)"
ozdemir,"Russell R., Kim L., Hamilton L., Lazovich T., Harer J., Ozdemir O., Ellingwood P., McConley M., Automated vulnerability detection in source code using deep representation learning, 2018 17th IEEE International Conference on Machine Learning and Applications, ICMLA, pp. 757-762, (2018)"
chang m.-w.,"Devlin J., Chang M.-W., Lee K., Toutanova K., BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding, North American Chapter of The Association for Computational Linguistics: Human Language Technologies, pp. 4171-4186, (2019)"
gulcehre caglar,"Cho Kyunghyun, Van Merrienboer Bart, Gulcehre Caglar, Bahdanau Dzmitry, Bougares Fethi, Schwenk Holger, Bengio Yoshua, Learning phrase representations using rnn encoder-decoder for statistical machine translation, (2014)"
zhang jian,""
o'boyle m.f.p.,""
phply,"Pitucha S., Phply, (2016)"
chen yu,""
jarman darryl,"Jarman Darryl, Berry Jeffrey, Smith Riley, Thung Ferdian, Lo David, Legion: Massively composing rankers for improved bug localization at adobe, IEEE Transactions on Software Engineering, 48, 8, pp. 3010-3024, (2022)"
schulte carsten,"Schulte Carsten, Clear Tony, Taherkhani Ahmad, Busjahn Teresa, Paterson James H., An introduction to program comprehension for computer science educators, Proceedings of the 2010 ITiCSE working group reports, ITiCSE-WGR 2010, pp. 65-86, (2010)"
zhang h.-y.,"Zhou J., Zhang H.-Y., Lo D., Where should the bugs be fixed? More accurate information retrieval-based bug localization based on bug reports, 2012 34Th International Conference on Software Engineering, pp. 14-24, (2012)"
traytel dmitriy,"Traytel Dmitriy, Berghofer Stefan, Nipkow Tobias, Extending hindley-milner type inference with coercive structural subtyping, Asian Symposium on Programming Languages and Systems, pp. 89-104, (2011)"
lin c.-w.,"Tian C., Xu Y., Zuo W., Du B., Lin C.-W., Zhang D., Designing and training of a dual CNN for image denoising, Knowl.-Based Syst., 226, (2021)"
