Title,Full Reference
predicting patch correctness based on the similarity of failing test cases,"Tian H., Li Y., Pian W., Kabore A.K., Liu K., Habib A., Klein J., Bissyande T.F., Predicting patch correctness based on the similarity of failing test cases, ACM Transactions on Software Engineering and Methodology, 31, 4, pp. 1-30, (2022)"
spi: automated identi-cation of security patches via commits,"Zhou Y., Siow J.K., Wang C., Liu S., Liu Y., Spi: Automated identi-cation of security patches via commits, ACM Transactions on Software Engineering and Methodology (TOSEM), 31, 1, pp. 1-27, (2021)"
linux kernel,"Linux Kernel, (2022)"
spider: enabling fast patch propagation in related software repositories,"MacHiry A., Redini N., Camellini E., Kruegel C., Vigna G., SPIDER: Enabling fast patch propagation in related software repositories, 2020 Ieee Symposium on Security and Privacy (SP), pp. 1562-1579, (2020)"
katch: high-coverage testing of software patches,"Dan Marinescu P., Cadar C., KATCH: High-coverage testing of software patches, Proceedings of the 2013 9th Joint Meeting on Foundations of Software Engineering, pp. 235-245, (2013)"
automating patching of vulnerable open-source software versions in application binaries,"Duan R., Bijlani A., Ji Y., Alrawi O., Xiong Y., Ike M., Saltaformaggio B., Lee W., Automating patching of vulnerable open-source software versions in application binaries, 26th Annual Network and Distributed System Security Symposium, Ndss 2019, (2019)"
patchdb: a large-scale security patch dataset,"Wang X., Wang S., Feng P., Sun K., Jajodia S., PatchDB: A large-scale security patch dataset, 2021 51st Annual IEEE/IFIP International Conference on Dependable Systems and Networks (DSN), pp. 149-160, (2021)"
precisely characterizing security impact in a flood of patches via symbolic rule comparison,"Wu Q., He Y., McCamant S., Lu K., Precisely characterizing security impact in a flood of patches via symbolic rule comparison, 27th Annual Network and Distributed System Security Symposium, Ndss 2020, (2020)"
patchnet: hierarchical deep learning-based stable patch identification for the linux kernel,"Hoang T., Lawall J., Tian Y., Oentaryo R.J., Lo D., PatchNet: Hierarchical deep learning-based stable patch identification for the linux kernel, IEEE Trans. Softw. Eng., 47, 11, pp. 2471-2486, (2021)"
patch-related vulnerability detection based on symbolic execution[j],"Qiang W., Liao Y., Sun G., Et al., Patch-related vulnerability detection based on symbolic execution[J], IEEE Access, 5, pp. 20777-20784, (2017)"
patchscope: memory object centric patch diffing,"Zhao L., Zhu Y., Ming J., Zhang Y., Zhang H., Yin H., PatchScope: Memory object centric patch diffing, Proceedings of the 2020 Acm Sigsac Conference on Computer and Communications Security, Ccs '20, pp. 149-165, (2020)"
hera: hotpatching of embedded real-time applications,"Niesler C., Surminski S., Davi L., HERA: Hotpatching of embedded real-time applications, Network and Distributed System Security Symposium, (2021)"
fast and precise on-the-fly patch validation for all,"Chen L., Ouyang Y., Zhang L., Fast and precise on-The-fly patch validation for all, Proceedings of the 43rd International Conference on Software Engineering, (2021)"
sspcatcher: learning to catch security patches,"Sawadogo A.D., Bissyande T.F., Moha N., Allix K., Klein J., Li L., Le Traon Y., Sspcatcher: Learning to catch security patches, Empirical Software Engineering, 27, 6, (2022)"
an investigation of the android kernel patch ecosystem,"Zhang Z., Zhang H., Qian Z., Lau B., An investigation of the android kernel patch ecosystem, 30th Usenix Security Symposium (USENIX Security 21), pp. 3649-3666, (2021)"
automatic patchbased exploit generation is possible: techniques and implications,"Brumley D., Poosankam P., Song D., Zheng J., Automatic patchbased exploit generation is possible: Techniques and implications, 2008 IEEE Symposium on Security and Privacy (S&P). IEEE, (2008)"
dissection of a bug dataset: anatomy of 395 patches from defects4j,"Sobreira V., Durieux T., Madeiral F., Monperrus M., De Almeida Maia M., Dissection of a bug dataset: Anatomy of 395 patches from Defects4J, Proceedings of the 25th International Conference on Software Analysis, Evolution and Reengineering, pp. 130-140, (2018)"
patchnet: a tool for deep patch classification,"Hoang T., Lawall J., Oentaryo R.J., Tian Y., Lo D., PatchNet: A tool for deep patch classification, 2019 IEEE/ACM 41st International Conference on Software Engineering: Companion Proceedings (ICSE-Companion), pp. 83-86, (2019)"
automatic patch generation learned from human-written patches,"Kim D., Nam J., Song J., Kim S., Automatic patch generation learned from human-written patches, International Conference on Software Engineering. IEEE, pp. 802-811, (2013)"
an analysis of the search spaces for generate and validate patch generation systems,"Long F., Rinard M., An analysis of the search spaces for generate and validate patch generation systems, Proceedings of the 38th International Conference on Software Engineering, pp. 702-713, (2016)"
patchrnn: a deep learning-based system for security patch identification,"Wang X., Wang S., Feng P., Sun K., Jajodia S., Benchaaboun S., Geck F., PatchRNN: A deep learning-based system for security patch identification, CoRR, (2021)"
automatic hot patch generation for android kernels,"Xu Z., Zhang Y., Zheng L., Xia L., Bao C., Wang Z., Liu Y., Automatic hot patch generation for android kernels, 29th Usenix Security Symposium (USENIX Security 20), pp. 2397-2414, (2020)"
precise and accurate patch presence test for binaries,"Zhang H., Qian Z., Precise and accurate patch presence test for binaries, 27th Usenix Security Symposium (USENIX Security 18), pp. 887-902, (2018)"
