Title,Full Reference
robust prediction of faultproneness by random forests,"Guo L., Ma Y., Cukic B., Singh H., Robust prediction of faultproneness by random forests, Proc. 15th Int. Symp. Softw. Rel. Eng., pp. 417-428, (2004)"
predicting failures with developer networks and social network analysis,"Meneely A., Williams L., Snipes W., Osborne J., Predicting failures with developer networks and social network analysis, Proceedings of the 16th ACM SIGSOFT International Symposium On Foundations of Software Engineering, pp. 13-23, (2008)"
application of random forest in predicting faultprone classes,"Kaur A., Malhotra R., Application of random forest in predicting faultprone classes, Proc. Int. Conf. Adv. Comput. Theory Eng., pp. 37-43, (2008)"
random forests,"Breiman L., Random forests, Mach. Learn., 45, 1, pp. 5-32, (2001)"
putting it all together: using socio-technical networks to predict failures,"Bird C., Nagappan N., Gall H., Murphy B., Devanbu P., Putting it all together: Using socio-technical networks to predict failures, 2009 20th International Symposium On Software Reliability Engineering, pp. 109-119, (2009)"
auc: a statistically consistent and more discriminating measure than accuracy,"Ling C., Huang J., Zhang H., Auc: A statistically consistent and more discriminating measure than accuracy, In: Proc 18Th Int’l Joint Conf Artificial Intelligence (IJCAI), (2003)"
applying social network analysis to software fault-proneness prediction,"Li Y., Applying Social Network Analysis to Software Fault-Proneness Prediction, (2017)"
effective prediction of three common diseases by combining smote with tomek links technique for imbalanced medical data,"Zeng M., Zou B., Wei F., Liu X., Wang L., Effective prediction of three common diseases by combining SMOTE with tomek links technique for imbalanced medical data, 2016 IEEE International Conference of Online Analysis and Computing Science, ICOACS, pp. 225-228, (2016)"
a novel time series link prediction method: learning automata approach,"Moradabadi B., Meybodi M.R., A novel time series link prediction method: Learning automata approach, Physica A, 482, pp. 422-432, (2017)"
variability-aware performance prediction: a statistical learning approach,"Guo J., Czarnecki K., Apel S., Siegmund N., Wasowski A., Variability-Aware Performance Prediction: A Statistical Learning Approach, pp. 301-311, (2013)"
empirical analysis of network measures for predicting high severity software faults,"Chen L., Ma W., Zhou Y., Xu L., Wang Z., Chen Z., Xu B., Empirical analysis of network measures for predicting high severity software faults, Sci. China Inf. Sci., 59, 12, pp. 1-18, (2016)"
supervised representation learning approach for cross-project aging-related bug prediction,"Wan X., Zheng Z., Qin F., Qiao Y., Trivedi K.S., Supervised representation learning approach for cross-project aging-related bug prediction, Proceedings of the 30th International Symposium on Software Reliability Engineering, pp. 163-172, (2019)"
empirical analysis of network measures for effort-aware fault-proneness prediction,"Ma W., Chen L., Yang Y., Zhou Y., Xu B., Empirical analysis of network measures for effort-aware fault-proneness prediction, Inf. Softw. Technol., 69, pp. 50-70, (2016)"
balancing misclassification rates in classification-tree models of software quality,"Khoshgoftaar T.M., Yuan X., Allen E.B., Balancing misclassification rates in classification-tree models of software quality, Empir. Softw. Eng., 5, 4, pp. 313-330, (2000)"
random decision forests,"Kam Ho T., Random decision forests, Proceedings of 3rd International Conference on Document Analysis and Recognition, 1, pp. 278-282, (1995)"
using tri-relation networks for effective software fault-proneness prediction,"Li Y., Wong W.E., Lee S.Y., Wotawa F., Using tri-relation networks for effective software fault-proneness prediction, Ieee Access, 7, pp. 63066-63080, (2019)"
predicting defects using network analysis on dependency graphs,"Zimmermann T., Nagappan N., Predicting defects using network analysis on dependency graphs, Proceedings of the 30th International Conference On Software Engineering, pp. 531-540, (2008)"
evaluating link prediction methods,"Yang Y., Lichtenwalter R.N., Chawla N.V., Evaluating link prediction methods, Knowl. Inf. Syst., 45, 3, pp. 751-782, (2015)"
