Title,Full Reference
using test oracles generated from program documentation,"Peters D.K., Parnas D.L., Using test oracles generated from program documentation, IEEE Trans. Softw. Eng., 24, 3, pp. 161-173, (1998)"
two controlled experiments assessing the usefulness of design pattern documentation in program maintenance,"Prechelt L., Unger-Lamprecht B., Philippsen M., Tichy W.F., Two controlled experiments assessing the usefulness of design pattern documentation in program maintenance, Ieee Transactions on Software Engineering, 28, 6, pp. 595-606, (2002)"
simple testing can prevent most critical failures: an analysis of production failures in distributed data-intensive systems,"Yuan D., Luo Y., Zhuang X., Rodrigues G.R., Zhao X., Zhang Y., Jain P.U., Stumm M., Simple testing can prevent most critical failures: An analysis of production failures in distributed data-intensive systems, OSDI, pp. 249-265, (2014)"
context-tailored workload model generation for continuous representative load testing,"Schulz H., Okanovic D., van Hoorn A., Tuma P., Context-tailored workload model generation for continuous representative load testing, ICPE. Association for Computing Machinery, (2021)"
analytics-driven load testing: an industrial experience report on load testing of large-scale systems,"Chen T., Syer M.D., Shang W., Ming Jiang Z., Hassan A.E., Nasser M., Flora P., Analytics-driven load testing: An industrial experience report on load testing of large-scale systems, 2017 IEEE/ACM 39th International Conference on Software Engineering: Software Engineering in Practice Track (ICSE-SEIP), (2017)"
online controlled experiments and a/b testing,"Kohavi R., Longbotham R., Online Controlled Experiments and A/B Testing, Encyclopedia of machine learning and data mining, 7, 8, pp. 922-929, (2017)"
a controlled experiment comparing the maintainability of programs designed with and without design patterns-a replication in a real programming environment,"Vokac M., Tichy W., Sjoberg D.I.K., Arisholm E., Aldrin M., A Controlled Experiment Comparing the Maintainability of Programs Designed with and without Design Patterns-A Replication in a Real Programming Environment, Empirical Softw. Engg., 9, 3, pp. 149-195, (2004)"
a simple sequentially rejective multiple test procedure,"Holm S., A simple sequentially rejective multiple test procedure, Scan-din. J. Statist., 4, pp. 65-70, (1979)"
characteristic studies of loop problems for structural test generation via symbolic execution,"Xiao X., Li S., Xie T., Tillmann N., Characteristic studies of loop problems for structural test generation via symbolic execution, 2013 28th IEEE/ACM International Conference on Automated Software Engineering, ASE, pp. 246-256, (2013)"
augmenting automatically generated unit-test suites with regression oracle checking,"Xie T., Augmenting automatically generated unit-test suites with regression oracle checking, Proc. Object-Oriented Program., 20th Eur. Conf., pp. 380-403, (2006)"
supporting controlled experimentation with testing techniques: an infrastructure and its potential impact,"Do H., Elbaum S., Rothermel G., Supporting controlled experimentation with testing techniques: An infrastructure and its potential impact, Empirical Software Engineering, 10, 4, pp. 405-435, (2005)"
automatic partial loop summarization in dynamic test generation,"Godefroid P., Luchaup D., Automatic partial loop summarization in dynamic test generation, Proceedings of the 20th International Symposium on Software Testing and Analysis, pp. 23-33, (2011)"
