Title,Full Reference
label ranking algorithms: a survey,"Vembu S., Gartner T., Label ranking algorithms: A survey, Preference Learning, pp. 45-64, (2010)"
"an extension on ""statistical comparisons of classifiers over multiple data sets"" for all pairwise comparisons","Garcia S., Herrera F., An extension on ""statistical comparisons of classifiers over multiple data sets"" for all pairwise comparisons, J. Mach. Learn. Res., 9, pp. 2677-2694, (2008)"
text classification and naive bayes,"Manning C.D., Raghavan P., Schutze H., Text classification and naive bayes, Introduction to Information Retrieval, 1, (2008)"
the use of ranks to avoid the assumption of normality implicit in the analysis of variance,"Friedman M., The use of ranks to avoid the assumption of normality implicit in the analysis of variance, J. Amer. Statist. Assoc., 32, 200, pp. 675-701, (1937)"
correction methods for ties in rank correlations,"Amerise I.L., Tarsitano A., Correction methods for ties in rank correlations, J. Appl. Stat., 42, 12, pp. 2584-2596, (2015)"
performance analysis of naive bayes and j48 classification algorithm for data classification,"Patil T.R., Sunil Sherekar S., Performance analysis of Naive Bayes and J48 classification algorithm for data classification, International Journal of Computer Science and Applications, 6, 2, pp. 256-261, (2013)"
statistical comparisons of classifiers over multiple data sets,"Demar J., Statistical comparisons of classifiers over multiple data sets, J. Mach. Learn. Res., 7, pp. 1-30, (2006)"
tune: a research platform for distributed model selection and training,"Liaw R., Liang E., Nishihara R., Moritz P., Gonzalez J.E., Stoica I., Tune: A Research Platform for Distributed Model Selection and Training, (2018)"
some practical guidelines for effective sample size determination,"Russell V.L., Some practical guidelines for effective sample size determination, The American Statistician, 55, 3, pp. 187-193, (2001)"
a survey of decision tree classifier methodology,"Safavian S.R., Landgrebe D., A survey of decision tree classifier methodology, IEEE Trans Syst Man Cybern, 21, 3, pp. 660-674, (1991)"
label ranking by learning pairwise preferences,"Hullermeier E., Furnkranz J., Cheng W., Brinker K., Label ranking by learning pairwise preferences, Artif. Intell., 172, pp. 1897-1917, (2008)"
cliff's delta calculator: a non-parametric effect size program for two groups of observations,"Macbeth G., Razumiejczyk E., Ledesma R.D., Cliff's Delta Calculator: A non-parametric effect size program for two groups of observations, Univ. Psychol., 10, 2, pp. 545-555, (2011)"
individual comparisons by ranking methods,"Wilcoxon F., Individual comparisons by ranking methods, Breakthroughs in Statistics., pp. 196-202, (1992)"
classes of recursively enumerable sets and their decision problems,"Rice H.G., Classes of recursively enumerable sets and their decision problems, Transactions of the American Mathematical Society, 74, 2, pp. 358-366, (1953)"
bpr: bayesian personalized ranking from implicit feedback,"Rendle S., Freudenthaler C., Gantner Z., Schmidt-Thieme L., BPR: Bayesian personalized ranking from implicit feedback, UAI, pp. 452-461, (2009)"
a review on evaluation metrics for data classification evaluations,"Hossin M., Sulaiman M.N., A Review on Evaluation Metrics for Data Classification Evaluations, International Journal of Data Mining & Knowledge Management Process, 5, pp. 1-11, (2015)"
an evaluation of the strategies of sorting,"Hou D., Pletcher D.M., An evaluation of the strategies of sorting, filtering, and grouping API methods for code completion, Proc. 27th IEEE Int. Conf. Softw. Maintenance, pp. 233-242, (2011)"
classification and regression trees,"Breiman L., Friedman J.H., Olshen R.A., Stone C.J., Classification and Regression Trees, (1984)"
some methods for classification and analysis of multivariate observations,"MacQueen J., Some methods for classification and analysis of multivariate observations, Proc. 5th Berkeley Symp. on Math. Statistics and Probability, (1967)"
cider: consensusbased image description evaluation,"Vedantam R., Lawrence Zitnick C., Parikh D., Cider: Consensusbased image description evaluation, Proc. IEEE Conf. Comput. Vis. Pattern Recognit, pp. 4566-4575, (2015)"
an empirical study of the naive bayes classifier,"Rish I., Et al., An empirical study of the naive Bayes classifier, IJCAI 2001 Workshop on Empirical Methods in Artificial Intelligence, 3, pp. 41-46, (2001)"
aslib: a benchmark library for algorithm selection,"Bischl B., Kerschke P., Kotthoff L., Lindauer M.T., Malitsky Y., Frechette A., Hoos H.H., Hutter F., Leyton-Brown K., Tierney K., Vanschoren J., ASlib: a benchmark library for algorithm selection, Artif. Intell., 237, pp. 41-58, (2016)"
classification of imbalancd data: a review,"Sun Y., Wong A.K.C., Kamel M.S., Classification of imbalancd data: A review, International Journal of Pattern Recognition and Artificial Intelligence, 23, 4, (2009)"
stable baselines 3,"Raffin A., Hill A., Ernestus M., Gleave A., Kanervisto A., Dormann N., Stable baselines 3, (2019)"
an index to quantify an individual's scientific research output,"Hirsch J.E., An index to quantify an individual's scientific research output, Proc. Natl. Acad. Sci. USA, 102, 46, pp. 16569-16572, (2005)"
a survey of feature extraction and classifier design based on tensor pattern,"Li-Mei Z., Li-Shan Q., Song-Can C., A survey of feature extraction and classifier design based on tensor pattern, J. Shandong Univ. (Eng. Sci.), 39, 1, pp. 6-14, (2009)"
the interpretation of ecological data: a primer on classification and ordination,"Pielou E.C., The interpretation of ecological data: a primer on classification and ordination, (1984)"
satzilla: portfolio-based algorithm selection for sat,"Xu L., Hutter F., Hoos H.H., Leyton-Brown K., Satzilla: Portfolio-based algorithm selection for SAT, J. Artif. Intell. Res., 32, pp. 565-606, (2008)"
mux: algorithm selection for software model checkers,"Tulsian V., Kanade A., Kumar R., Lal A., Nori A.V., MUX: Algorithm selection for software model checkers, MSR, pp. 132-141, (2014)"
