Title,Full Reference
an enhanced deep learning based framework for web attacks detection,"Shahid W.B., Aslam B., Abbas H., Khalid S.B., Afzal H., An Enhanced Deep Learning Based Framework For Web Attacks Detection, Mitigation And Attacker Profiling, Journal of Network and Computer Applications, 198, 2022"
malicescript: a novel browser-based intranet threat,"Liu G., Cui X., Wang Z., Wang X., Fang Y., Li X., Malicescript: A novel browser-based intranet threat, In Proceedings of the 2018 IEEE 3rd International Conference on Data Science in Cyberspace–DSC, Guangzhou, China, 18-21 June, pp. 219-226, (2018)"
gnn-based android malware detection with jumping knowledge,"Lo W.W., Layeghy S., Sarhan M., Gallagher M., Portmann M., GNN-based Android Malware Detection with Jumping Knowledge, (2022)"
can we trust your explanations? sanity checks for interpreters in android malware analysis,"Fan M., Wei W., Xie X., Liu Y., Guan X., Liu T., Can we trust your explanations? sanity checks for interpreters in android malware analysis, IEEE Transactions on Information Forensics and Security (TIFS), 16, pp. 838-853, (2020)"
dexhunter: toward extracting hidden code from packed android applications,"Zhang Y., Luo X., Yin H., Dexhunter: Toward extracting hidden code from packed android applications, European Symposium on Research in Computer Security, (2015)"
why an android app is classified as malware? towards malware classification interpretation,"Wu B., Chen S., Gao C., Fan L., Liu Y., Wen W., Lyu M., Why an android app is classified as malware? towards malware classification interpretation, (2020)"
cyber: enhancing robustness of android malware detection system against adversarial attacks on heterogeneous graph based model,"Hou S., Fan Y., Zhang Y., Ye Y., Lei J., Wan W., Wang J., Xiong Q., Shao F., cyber: Enhancing robustness of android malware detection system against adversarial attacks on heterogeneous graph based model, CIKM, (2019)"
amalnet: a deep learning framework based on graph convolutional networks for malware detection,"Pei X., Yu L., Tian S., AMalnet: A deep learning framework based on graph convolutional networks for malware detection, Comput. Secur., 93, (2020)"
leveraging ontologies and machine-learning techniques for malware analysis into android permissions ecosystems,"Navarro L.C., Navarro A.K., Gregio A., Rocha A., Dahab R., Leveraging ontologies and machine-learning techniques for malware analysis into android permissions ecosystems, Computers & Security, 78, pp. 429-453, (2018)"
statistical deobfuscation of android applications,"Bichsel B., Raychev V., Tsankov P., Vechev M., Statistical Deobfuscation of Android Applications, Proceedings of the 2016 ACM SIGSAC Conference on Computer and Communications Security, (2016)"
hindroid: an intelligent android malware detection system based on structured heterogeneous information network,"Hou S., Ye Y., Song Y., Abdulhayoglu M., Hindroid: An intelligent android malware detection system based on structured heterogeneous information network, KDD, (2017)"
android hiv: a study of repackaging malware for evading machine-learning detection,"Chen X., Et al., Android hiv: A study of repackaging malware for evading machine-learning detection, Ieee Trans. Inf. Forensics Secur., 15, 2020, pp. 987-1001"
on the impact of sample duplication in machine-learning-based android malware detection,"Zhao Y., Li L., Wang H., Et al., On the impact of sample duplication in machine-learning-based android malware detection, ACM Trans Softw Eng Methodol, 30, 3, pp. 40:1-40:38, (2021)"
lemna: explaining deep learning based security applications,"Guo W., Mu D., Xu J., Su P., Wang G., Xing X., Lemna: Explaining deep learning based security applications, proceedings of the 2018 ACM SIGSAC conference on computer and communications security, pp. 364-379, (2018)"
a machine learning approach to android malware detection,"Sahs J., Khan L., A machine learning approach to android malware detection, EISIC, pp. 141-147, (2012)"
digital investigation of pdf files: unveiling traces of embedded malware,"Maiorca D., Biggio B., Digital investigation of pdf files: Unveiling traces of embedded malware, IEEE Security & Privacy, 17, 1, pp. 63-71, (2019)"
droid-sec: deep learning in android malware detection,"Yuan Z., Lu Y., Wang Z., Xue Y., Droid-sec: deep learning in android malware detection, ACM SIGCOMM 2014 Conference, SIGCOMM’14, Chicago, IL, USA, August 17-22, 2014, pp. 371-372, (2014)"
deeprefiner: multi-layer android malware detection system applying deep neural networks,"Xu K., Li Y., Deng R.H., Chen K., Deeprefiner: Multi-layer android malware detection system applying deep neural networks, 2018 IEEE European Symposium on Security and Privacy, EuroS&P 2018, London, United Kingdom, April 24-26, 2018, pp. 473-487, (2018)"
deep learning-based traffic safety solution for a mixture of autonomous and manual vehicles in a 5g-enabled intelligent transportation system,"Yu K., Lin L., Alazab M., Tan L., Gu B., Deep learning-based traffic safety solution for a mixture of autonomous and manual vehicles in a 5g-enabled intelligent transportation system, IEEE Transactions on Intelligent Transportation Systems, 22, 7, pp. 4337-4347, (2021)"
droidsieve: fast and accurate classification of obfuscated android malware,"Suarez-Tangil G., Dash S.K., Ahmadi M., Kinder J., Giacinto G., Cavallaro L., Droidsieve: Fast and accurate classification of obfuscated android malware, Proceedings of the Seventh ACM on Conference on Data and Application Security and Privacy, pp. 309-320, (2017)"
