Title,Full Reference
data-ow analysis in software reliability,"Fosdick L.D., Osterweil L.J., Data-ow analysis in software reliability, ACM Computing Surveys (CSUR), 8, 3, pp. 305-330, (1976)"
empirical validation of object-oriented metrics on open source software for fault prediction,"Gyimothy T., Ferenc R., Siket I., Empirical validation of object-oriented metrics on open source software for fault prediction, IEEE Trans. Softw. Eng., 31, 10, pp. 897-910, (2005)"
exception handling and software fault tolerance,"Cristian F., Exception handling and software fault tolerance, IEEE Transactions on Computers, 31, 6, pp. 531-540, (1982)"
enriched event streams: a general dataset for empirical studies on in-ide activities of software developers,"Proksch S., Amann S., Nadi S., Enriched event streams: A general dataset for empirical studies on in-IDE activities of software developers, Proceedings of the International Conference on Mining Software Repositories, (2018)"
flawfinder: a modular system for predicting quality flaws in wikipedia,"Ferschke O., Gurevych I., Rittberger M., Flawfinder: A modular system for predicting quality flaws in wikipedia, CLEF (Online Working Notes/Labs/Workshop), pp. 1-10, (2012)"
advanced nonparametric tests for multiple comparisons in the design of experiments in computational intelligence and data mining: experimental analysis of power,"Garcia S., Fernandez A., Luengo J., Herrera F., Advanced nonparametric tests for multiple comparisons in the design of experiments in computational intelligence and data mining: Experimental analysis of power, Inf. Sci., 180, 10, pp. 2044-2064, (2010)"
variance analysis in software fault prediction models,"Jiang Y., Lin J., Cukic B., Menzies T., Variance analysis in software fault prediction models, Proc. 20th Int. Symp. Softw. Rel. Eng., pp. 99-108, (2009)"
delving deep into rectifiers: surpassing human-level performance on imagenet classification,"He K., Zhang X., Ren S., Sun J., Delving deep into rectifiers: Surpassing human-level performance on imagenet classification, Proceedings of the IEEE International Conference on Computer Vision (ICCV). 1026-1034, (2015)"
artificial intelligence: a modern approach,"Russell S.J., Norvig P., Artificial intelligence: a modern approach, (2016)"
petablox: large-scale software analysis and analytics using datalog,"Naik M., Petablox: Large-Scale Software Analysis and Analytics Using Datalog, (2020)"
nonintrusive performance profiling for entire software stacks based on the flow reconstruction principle,"Zhao X., Rodrigues K., Luo Y., Yuan D., Stumm M., Nonintrusive performance profiling for entire software stacks based on the flow reconstruction principle, 12th {USENIX} Symposium on Operating Systems Design and Implementation (OSDI). 603-618, (2016)"
intelligent analysis for software data: research and applications,"Zhang T., Sun X., Zheng Z., Li G., Intelligent analysis for software data: research and applications, Frontiers Inf Technol Electron Eng, 23, 5, pp. 661-663, (2022)"
empirical analysis of change metrics for software fault prediction,"Choudhary G.R., Kumar S., Kumar K., Mishra A., Catal C., Empirical analysis of change metrics for software fault prediction, Comput. Electr. Eng., 67, pp. 15-24, (2018)"
