Title,Full Reference
a metrics suite for object oriented design[j],"Chidamber S.R., Kemerer C.F., A metrics suite for object oriented design[J], Ieee Transactions on 425 Software Engineering, 20, 6, pp. 476-493, (1994)"
a complexity measure[j],"McCabe T.J., A complexity measure[J], Ieee Transactions on Software Engineering, SE-2, 4, pp. 308-320, (1976)"
measuring class importance in the context of design evolution,"Hammad M., Collard M.L., Maletic J.I., Measuring class importance in the context of design evolution, Proc. 18th IEEE Int. Conf. Prog. Comprehension, pp. 148-151, (2010)"
cyclomatic complexity,"Ebert C., Cain J., Antoniol G., Counsell S., Laplante P., Cyclomatic complexity, IEEE softw, 33, 6, pp. 27-29, (2016)"
oo design quality metrics-an analysis of dependencies,"Martin R., Oo design quality metrics-an analysis of dependencies, (1994)"
detecting missing method calls in object-oriented software,"Monperrus M., Bruch M., Mezini M., Detecting missing method calls in object-oriented software, ECOOP, pp. 2-25, (2010)"
a unified framework for coupling measurement in object-oriented systems,"Briand L.C., Daly J.W., Wust J.K., A unified framework for coupling measurement in object-oriented systems, IEEE Transactions on Software Engineering, 25, 1, pp. 91-121, (1999)"
a coupling-guided cluster analysis approach to reengineer the modularity of objectoriented systems,"Abreu F.B.E., Pereira G., Sousa P.M.A., A coupling-guided cluster analysis approach to reengineer the modularity of objectoriented systems, Proc. 4th Eur. Conf. Softw. Maintenance Reengineering, pp. 13-22, (2000)"
measuring functional cohesion,"Bieman J.M., Ott L.M., Measuring functional cohesion, IEEE transactions on Software Engineering, 20, 8, pp. 644-657, (1994)"
empirical studies of quality models in objectoriented systems,"Briand L.C., Wust J., Empirical studies of quality models in objectoriented systems, Adv. Comput., 56, pp. 97-166, (2002)"
evaluating complexity,"Shin Y., Meneely A., Wtlliams L., Osborne J.A., Evaluating complexity, code chum, and developer activity metrics as indicators of software vulnerabilities, IEEE Transactions on Software Engineering, 37, 6, pp. 772-787, (2010)"
identifying key classes in object-oriented software using generalized k-core decomposition,"Pan W., Song B., Li K., Zhang K., Identifying key classes in object-oriented software using generalized k-core decomposition, Future Gener. Comput. Syst., 81, pp. 188-202, (2018)"
oo design quality metrics,"Martin R., Oo design quality metrics-an analysis of dependencies, (1994)"
evaluating and comparing complexity,"Moshtari S., Sami A., Evaluating and comparing complexity, coupling and a new proposed set of coupling metrics in cross-project vulnerability prediction, Proceedings of the SAC, Pisa, Italy, pp. 1415-1421, (2016)"
object-oriented metrics: measures complexity,"Henderson-Sellers B., Object-Oriented Metrics: Measures Complexity, (1995)"
using the conceptual cohesion of classes for fault prediction in object-oriented systems,"Marcus A., Poshyvanyk D., Ferenc R., Using the conceptual cohesion of classes for fault prediction in object-oriented systems, IEEE Trans. Softw. Eng., 34, 2, pp. 287-300, (2008)"
