Title,Full Reference
cbmc–c bounded model checker,"Kroening D., Tautschnig M., CBMC–C bounded model checker, TACAS, LNCS, 8413, pp. 389-391, (2014)"
juliet test suite v1. 3,"Juliet test suite v1. 3, (2017)"
esbmc 5.0: an industrial-strength c model checker. in,"Gadelha M.Y.R., Monteiro F.R., Morse J., Cordeiro L.C., Fischer B., Nicole D.A., ESBMC 5.0: An industrial-strength C model checker. In, ASE, pp. 888-891, (2018)"
jbmc: a bounded model checking tool for verifying java bytecode,"Cordeiro L., Kesseli P., Kroening D., Schrammel P., Marek T., JBMC: A bounded model checking tool for verifying java bytecode, Computer Aided Verification (CAV) (LNCS), 10981, pp. 183-190, (2018)"
checkmarx. checkmarx,"Checkmarx. Checkmarx, (2006)"
incremental bounded software model checking,"Gunther H., Weissenbacher G., Incremental bounded software model checking, SPIN, pp. 40-47, (2014)"
checkmarx,""
symbolic model checking without bdds,"Biere A., Cimatti A., Clarke E., Zhu Y., Symbolic model checking without BDDs, Tools and Algorithms for the Construction and Analysis of Systems, pp. 193-207, (1999)"
symbiotic 4: beyond reachability—(competition contribution),"Chalupa M., Vitovska M., Jonas M., Slaby J., Strejcek J., Symbiotic 4: Beyond reachability—(competition contribution), TACAS, LNCS, 10206, pp. 385-389, (2017)"
cbmc-c bounded model checker-(competition contribution),"Kroening D., Tautschnig M., CBMC-C bounded model checker-(competition contribution), Tools and Algorithms for the Construction and Analysis of Systems-20th International Conference, TACAS 2014, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2014, 8413, pp. 389-391, (2014)"
bounded model checking,"Biere A., Cimatti A., Clarke E.M., Strichman O., Zhu Y., Bounded model checking, Handbook of Satisfiability, Vol. 185, No. 99, pp. 457-481, (2009)"
