Title,Full Reference
do code clones matter?,"Juergens E., Deissenboeck F., Hummel B., Wagner S., Do code clones matter?, Proceedings of the 31st International Conference on Software Engineering, ICSE '09, pp. 485-495, (2009)"
bdtex: a gqm-based bayesian approach for the detection of antipatterns,"Khomh F., Vaucher S., Yann-Gael G., Sahraoui H., Bdtex: A gqm-based Bayesian approach for the detection of antipatterns, Journal of Systems and Software, 84, 4, pp. 559-572, (2011)"
can neural clone detection generalize to unseen functionalitiesf,"Liu C., Lin Z., Lou J.G., Wen L., Zhang D., Can neural clone detection generalize to unseen functionalitiesf, 36Th IEEE/ACM International Conference on Automated Software Engineering (ASE), pp. 617-629, (2021)"
vuddy: a scalable approach for vulnerable code clone discovery [c],"Kim S., Woo S., Lee H., Et al., Vuddy: A scalable approach for vulnerable code clone discovery [C], 2017 IEEE Symposium on Security and Privacy (SP). IEEE, pp. 595-614, (2017)"
sourcerercc: scaling code clone detection to big-code,"Sajnani H., Saini V., Svajlenko J., Roy C.K., Lopes C.V., SourcererCC: Scaling code clone detection to big-code, 2016 IEEE/ACM 38th International Conference on Software Engineering, ICSE, pp. 1157-1168, (2016)"
comparison and evaluation of code clone detection techniques and tools: a qualitative approach,"Roy C.K., Cordy J.R., Koschke R., Comparison and evaluation of code clone detection techniques and tools: A qualitative approach, Sci. Comput. Program., 74, 7, pp. 470-495, (2009)"
detecting and measuring similarity in code clones,"Smith R., Horwitz S., Detecting and Measuring Similarity in Code Clones, (2009)"
a code comparison algorithm based on ast for plagiarism detection,"Feng J., Cui B., Xia K., A code comparison algorithm based on ast for plagiarism detection, Proc. 4th Int. Conf. Emerg. Intell. Data Web Technol., pp. 393-397, (2013)"
a survey on software clone detection research,"Roy C.K., Cordy J.R., A survey on software clone detection research, Queen'S School of Computing 1R, 541, 115, pp. 64-68, (2007)"
neural machine translation inspired binary code similarity comparison beyond function pairs,"Zuo F., Li X., Young P., Luo L., Zeng Q., Zhang Z., Neural Machine Translation Inspired Binary Code Similarity Comparison beyond Function Pairs, representations, 48, (2019)"
deckard: scalable and accurate treebased detection of code clones,"Jiang L., Misherghi G., Su Z., Glondu S., Deckard: Scalable and accurate treebased detection of code clones, Proceedings of the 29th International Conference on Software Engineering, pp. 96-105, (2007)"
improving syntactical clone detection methods through the use of an intermediate representation,"Caldeira P.M., Sakamoto K., Washizaki H., Fukazawa Y., Shimada T., Improving syntactical clone detection methods through the use of an intermediate representation, 2020 IEEE 14th International Workshop on Software Clones (IWSC). IEEE, (2020)"
classification model for code clones based on machine learning,"Yang J., Hotta K., Higo Y., Igaki H., Kusumoto S., Classification model for code clones based on machine learning, Empir. Softw. Eng., 20, 4, pp. 1095-1125, (2015)"
linear complexity object-oriented similarity for clone detection and software evolution analyses,"Merlo E., Antoniol G., Di Penta M., Rollo V., Linear complexity object-oriented similarity for clone detection and software evolution analyses, Proceedings of the 20Th IEEE International Conference on Software Maintenance, pp. 412-416, (2004)"
treecaps: tree-based capsule networks for source code processing,"Bui Q.N.D., Yu Y., Jiang L., TreeCaps: Tree-Based Capsule Networks for Source Code Processing, Thirty-Fifth AAAI Conference on Artificial Intelligence, AAAI 2021, Thirty-Third Conference on Innovative Applications of Artificial Intelligence, IAAI 2021, The Eleventh Symposium on Educational Advances in Artificial Intelligence, EAAI 2021, pp. 30-38, (2021)"
fcca: hybrid code representation for functional clone detection using attention networks,"Hua W., Sui Y., Wan Y., Liu G., Xu G., FCCA: Hybrid code representation for functional clone detection using attention networks, IEEE Trans. Reliabil., 70, pp. 304-318, (2020)"
ccfinder: a multilinguistic token-based code clone detection system for large scale source code,"Kamiya T., Kusumoto S., Inoue K., CCFinder: A multilinguistic token-based code clone detection system for large scale source code, IEEE Transactions on Software Engineering, 28, 7, pp. 654-670, (2002)"
compiling clones: what happens?,"Kononenko O., Zhang C., Godfrey M.W., Compiling clones: What happens?, 2014 IEEE International Conference on Software Maintenance and Evolution (ICSME). IEEE, (2014)"
ryder b (2017) cclearner: a deep learning-based clone detection approach,"Li L., Feng H., Zhuang W., Meng N., Ryder B (2017) CCLearner: A deep learning-based clone detection approach, Proceedings - 2017 IEEE International Conference on Software Maintenance and Evolution, ICSME, pp. 249-260, (2017)"
context-based detection of clone-related bugs,"Jiang L., Su Z., Chiu E., Context-based detection of clone-related bugs, Proceedings of the the 6th Joint Meeting of the European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering, ESEC-FSE ’07, pp. 55-64, (2007)"
vgraph: a robust vulnerable code clone detection system using code property triplets,"Bowman B., Howie Huang H., VGRAPH: A robust vulnerable code clone detection system using code property triplets, 2020 Ieee European Symposium on Security and Privacy (EuroS&P), pp. 53-69, (2020)"
deep learning code fragments for code clone detection,"White M., Tufano M., Vendome C., Poshyvanyk D., Deep learning code fragments for code clone detection, ASE, (2016)"
syntax tree fingerprinting for source code similarity detection,"Chilowicz M., Duris E., Roussel G., Syntax tree fingerprinting for source code similarity detection, 2009 IEEE 17th International Conference on Program Comprehension, pp. 243-247, (2009)"
on the effectiveness of clone detection by string matching,"Ducasse S., Nierstrasz O., Rieger M., On the effectiveness of clone detection by string matching, Research Articles. J. Softw. Maint. Evol., 18, 1, (2006)"
redebug: finding unpatched code clones in entire os distributions,"Jang J., Agrawal A., Brumley D., Redebug: Finding unpatched code clones in entire os distributions, 2012 Ieee Symposium on Security and Privacy, pp. 48-62, (2012)"
fast code clone detection based on weighted recursive autoencoders,"Zeng J., Ben K., Li X., Zhang X., Fast code clone detection based on weighted recursive autoencoders, IEEE Access, 7, pp. 125062-125078, (2019)"
fast location of similar code fragments using semantic'juice,"Lakhotia A., Preda M.D., Giacobazzi R., Fast location of similar code fragments using semantic'juice, Proceedings of the 2nd ACM SIGPLAN Program Protection and Reverse Engineering Workshop, (2013)"
scalable detection of semantic clones,"Gabel M., Jiang L., Su Z., Scalable detection of semantic clones, Proceedings of the 30th International Conference on Software Engineering (ICSE’08), pp. 321-330, (2008)"
a mutation/injection-based automatic framework for evaluating code clone detection tools,"Roy C.K., Cordy J.R., A mutation/injection-based automatic framework for evaluating code clone detection tools, Proc. Int. Conf. Softw. Testing Verification Validation Workshops, pp. 157-166, (2009)"
feature-based detection of bugs in clones,"Steidl D., Goede N., Ieee R., Feature-based detection of bugs in clones, 2013 7th International Workshop on Software Clones, International Workshop on Software Clones, pp. 76-82, (2013)"
achieving accuracy and scalability simultaneously in detecting application clones on android markets,"Chen K., Liu P., Zhang Y., Achieving accuracy and scalability simultaneously in detecting application clones on android markets, Proceedings Ofthe 36th International Conference on Software Engineering (ICSE'14), pp. 175-186, (2014)"
an empirical study of code clone genealogies,"Kim M., Sazawal V., Notkin D., Murphy G.C., An empirical study of code clone genealogies, Proceedings of the 10th European Software Engineering Conference held jointly with 13th ACM SIGSOFT International Symposium on Foundations of Software Engineering, pp. 187-196, (2005)"
neural detection of semantic code clones via tree-based convolution,"Yu H., Lam W., Chen L., Li G., Xie T., Wang Q., Neural detection of semantic code clones via tree-based convolution, Proceedings of the 27th International Conference on Program Comprehension, pp. 70-80, (2019)"
ccaligner: a token based large-gap clone detector,"Wang P., Svajlenko J., Wu Y., Xu Y., Roy C.K., CCAligner: A token based large-gap clone detector, Proceedings of the 40th International Conference on Software Engineering (ICSE'18), pp. 1066-1077, (2018)"
experiment on the automatic detection of function clones in a software system using metrics,"Mayrand J., Leblanc C., Merlo E.M., Experiment on the automatic detection of function clones in a software system using metrics, International Conference on Software Maintenance. IEEE., (1996)"
an exploratory study of cloning in industrial software product lines,"Dubinsky Y., Rubin J., Berger T., Duszynski S., Becker M., Czarnecki K., An exploratory study of cloning in industrial software product lines, Proceedings of the 17th European Conference on Software Maintenance and Reengineering, pp. 25-34, (2013)"
functional code clone detection with syntax and semantics fusion learning,"Fang C., Liu Z., Shi Y., Huang J., Shi Q., Functional code clone detection with syntax and semantics fusion learning, pp. 516-527, (2020)"
supervised deep features for software functional clone detection by exploiting lexical and syntactical information in source code,"Wei H., Li M., Supervised deep features for software functional clone detection by exploiting lexical and syntactical information in source code, IJCAI, pp. 3034-3040, (2017)"
empirical evaluation of clone detection using syntax suffix trees,"Falke R., Frenzel P., Koschke R., Empirical evaluation of clone detection using syntax suffix trees, Empirical Software Engineering, 13, 6, pp. 601-643, (2008)"
an ast-based code plagiarism detection algorithm,"Zhao J., Xia K., Fu Y., Cui B., An AST-based code plagiarism detection algorithm, Proc. 10th Int. Conf. Broadband Wireless Comput., Commun. Appl. (BWCCA), pp. 178-182, (2015)"
comparison and evaluation of clone detection tools,"Bellon S., Koschke R., Antoniol G., Krinke J., Merlo E., Comparison and evaluation of clone detection tools, IEEE Transactions on Software Engineering, 33, 9, pp. 577-591, (2007)"
