Title,Full Reference
tase: reducing latency of symbolic execution with transactional memory,"Humphries A., Cating-Subramanian K., Reiter M.K., TASE: Reducing latency of symbolic execution with transactional memory, (2019)"
an information retrieval approach to concept location in source code,"Marcus A., Sergeyev A., Rajlich V., Maletic J.I., An information retrieval approach to concept location in source code, pp. 214-223, (2004)"
graph-based hierarchical relevance matching signals for ad-hoc retrieval,"Yu X., Xu W., Cui Z., Wu S., Wang L., Graph-based Hierarchical Relevance Matching Signals for Ad-hoc Retrieval, WWW, pp. 778-787, (2021)"
bug localization with semantic and structural features using convolutional neural network and cascade forest,"Xiao Y., Keung J., Mi Q., Bennin K.E., Bug localization with semantic and structural features using convolutional neural network and cascade forest, pp. 101-111, (2018)"
improving sentiment analysis via sentence type classification using bilstm-crf and cnn,"Chen T., Xu R., He Y., Wang X., Improving sentiment analysis via sentence type classification using BiLSTM-CRF and CNN, Expert Syst Appl, 72, pp. 221-230, (2017)"
a simple weight decay can improve generalization,"Krogh A., Hertz J., A simple weight decay can improve generalization, NeurIPS, (1991)"
introduction to modern information retrieval,""
improving bug localization with word embedding and enhanced convolutional neural networks,"Xiao Y., Keung J., Bennin K.E., Mi Q., Improving bug localization with word embedding and enhanced convolutional neural networks, Inf. Softw. Technol., 105, pp. 17-29, (2019)"
improving bug localization with an enhanced convolutional neural network,"Xiao Y., Keung J., Mi Q., Bennin K.E., Improving bug localization with an enhanced convolutional neural network, Proceedings of the 24th Asia-Pacific Software Engineering Conference, pp. 338-347, (2017)"
high-dimensional microarray dataset classification using an improved adam optimizer (iadam),"Khaire U.M., Dhanalakshmi R., High-dimensional microarray dataset classification using an improved adam optimizer (iAdam), J. Amb. Intell. Humaniz. Comput., 11, 11, pp. 5187-5204, (2020)"
samate's contribution to information assurance,"Black P.E., Et al., Samate's contribution to information assurance, NIST Special Publication, 500, 264, (2006)"
on the equivalence of information retrieval methods for automated traceability link recovery,"Oliveto R., Gethers M., Poshyvanyk D., De Lucia A., On the equivalence of information retrieval methods for automated traceability link recovery, Proceedings of the 18th IEEE International Conference on Program Comprehension, pp. 68-71"
from word embeddings to document similarities for improved information retrieval in software engineering,"Ye X., Shen H., Ma X., Bunescu R., Liu C., From word embeddings to document similarities for improved information retrieval in software engineering, Proceedings of the 38th International Conference On Software Engineering. ACM, pp. 404-415, (2016)"
improving code readability classification using convolutional neural networks,"Mi Q., Keung J., Xiao Y., Et al., Improving code readability classification using convolutional neural networks, Inf Softw Technol, 104, (2018)"
on the equivalence of information retrieval methods for automated traceability link recovery: a ten-year retrospective,"Oliveto R., Gethers M., Poshyvanyk D., De Lucia A., On the equivalence of information retrieval methods for automated traceability link recovery: A ten-year retrospective, Proceedings of the 28th International Conference on Program Comprehension, (2020)"
an enhanced data augmentation approach to support multi-class code readability classification,"Mi Q., Hao Y., Wu M., An enhanced data augmentation approach to support multi-class code readability classification, International Conference on Software Engineering and Knowledge Engineering, (2022)"
automatic query reformulations for text retrieval in software engineering,"Haiduc S., Bavota G., Marcus A., Oliveto R., De Lucia A., Menzies T., Automatic query reformulations for text retrieval in software engineering, 2013 35th International Conference on Software Engineering (ICSE). lEEE, pp. 842-851, (2013)"
whitening sentence representations for better semantics and faster retrieval,"Jianlin S., Jiarun C., Weijie L., Yangyiwen O., Whitening sentence representations for better semantics and faster retrieval, (2021)"
an improved classifier based on entropy and deep learning for bug priority prediction,"Kumari M., Singh V.B., An improved classifier based on entropy and deep learning for bug priority prediction, International Conference on Intelligent Systems Design and Applications[C], Cham, (2018)"
an introduction to information retrieval,"Manning C.D., An Introduction to Information Retrieval, Cambridge University Press, (2009)"
improving modular structure of software system using structural and lexical dependency,"Prajapati A., Chhabra J.K., Improving modular structure of software system using structural and lexical dependency, Inf. Softw. Technol., 82, pp. 96-120, (2017)"
an improved smote algorithm based on genetic algorithm for imbalanced data classification,"Qiong G., Xian-Ming W., Zhao W., Bing N., Chun-Sheng X., An improved SMOTE algorithm based on genetic algorithm for imbalanced data classification, Journal of Digital Information Management, 14, 2, (2016)"
improving bert with syntaxaware local attention,"Li Z., Zhou Q., Li C., Xu K., Cao Y., Improving BERT with syntaxaware local attention, Findings of the Association for Computational Linguistics, pp. 645-653, (2021)"
meteor: an automatic metric for mt evaluation with improved correlation with human judgments,"Banerjee S., Lavie A., Meteor: An automatic metric for mt evaluation with improved correlation with human judgments, Proceedings of the Acl Workshop on Intrinsic and Extrinsic Evaluation Measures for Machine Translation And/Or Summarization, pp. 65-72, (2005)"
improving the uml metamodel to rigorously specify aggregation and composition,"Bruel J., Henderson-Sellers B., Barbier F., Parc A.L., France R.B., Improving the UML metamodel to rigorously specify aggregation and composition, Proc. 7th Int. Conf. Object Oriented Informat. Syst., pp. 5-14, (2001)"
