Title,Full Reference
reinforcement learning on graphs: a survey,"Nie M., Chen D., Wang D., Reinforcement learning on graphs: a survey, IEEE Trans Emerg Top Comput Intell, (2023)"
deep graph library: towards efficient and scalable deep learning on graphs,"Wang M., Et al., Deep graph library: Towards efficient and scalable deep learning on graphs, Proc. ICLR Workshop Representation Learn. Graphs Manifolds, (2019)"
deep graph infomax,"Velickovic P., Fedus W., Hamilton W.L., Lio P., Bengio Y., Devon Hjelm R., Deep Graph Infomax, ICLR, (2019)"
deep graph library: a graph-centric,"Wang M., Zheng D., Ye Z., Gan Q., Li M., Song X., Zhou J., Ma C., Yu L., Gai Y., Xiao T., He T., Karypis G., Li J., Zhang Z., Deep graph library: a graph-centric, highly-performant package for graph neural networks, arXiv preprint arXiv:1909.01315, (2019)"
graph data augmentation for graph machine learning: a survey,"Zhao T., Liu G., Gunnemann S., Jiang M., Graph Data Augmentation for Graph Machine Learning: A Survey, (2022)"
deep graph library,""
a graph-cnn for 3d point cloud classification,"Zhang Y., Rabbat M.G., A Graph-CNN for 3D Point Cloud Classification, 2018 IEEE International Conference on Acoustics, Speech and Signal Processing, ICASSP 2018, pp. 6279-6283, (2018)"
deep graph structure learning for robust representations: a survey,"Zhu Y., Xu W., Zhang J., Liu Q., Wu S., Wang L., Deep graph structure learning for robust representations: A survey, (2021)"
dgl: deep graph library,"Wang M., Zheng D., Gan G., Li M., Ye Z., Et al., Dgl: Deep Graph Library, (2021)"
an end-to-end deep learning architecture for graph classification,"Zhang M., Cui Z., Neumann M., Chen Y., An End-to-End Deep Learning Architecture for Graph Classification, Proceedings of the AAAI Conference on Artificial Intelligence, 32, 1, (2018)"
deep learning on graphs: a survey,"Zhang Z., Cui P., Zhu W., Deep Learning on Graphs: A Survey, IEEE Trans. Knowl. Data Eng, 34, 1, pp. 249-270, (2022)"
a comprehensive survey of graph embedding: problems,"Cai H., Zheng V.W., Chang K.C., A comprehensive survey of graph embedding: problems, techniques, and applications, IEEE Trans Know Data Engin, 30, 9, pp. 1616-1637, (2018)"
deep graph similarity learning: a survey,"Ma G., Ahmed N.K., Willke T.L., Yu P.S., Deep graph similarity learning: A survey, Data Min. Knowl. Disc., 35, 3, pp. 688-725, (2021)"
