Title,Full Reference
context-aware patch generation for better automated program repair,"Wen M., Chen J., Wu R., Hao D., Cheung S., Context-Aware patch generation for better automated program repair, Proceedings of the 40th International Conference on Software Engineering, pp. 1-11, (2018)"
how different is it between machinegenerated and developer-provided patches an empirical study on the correct patches generated by automated program repair techniques,"Wang S., Wen M., Chen L., Yi X., Mao X., How different is it between machinegenerated and developer-provided patches An empirical study on the correct patches generated by automated program repair techniques, Proceedings of the 13th International Symposium on Empirical Software Engineering and Measurement, pp. 1-12, (2019)"
automated patch assessment for program repair at scale,"Ye H., Martinez M., Monperrus M., Automated patch assessment for program repair at scale, Empirical Software Engineering, 26, 2, pp. 1-38, (2021)"
toward better evolutionary program repair: an integrated approach,"Yuan Y., Banzhaf W., Toward better evolutionary program repair: an integrated approach, ACM Trans Softw Eng Methodol, (2019)"
the strength of random search on automated program repair,"Qi Y., Mao X., Lei Y., Dai Z., Wang C., The strength of random search on automated program repair, Proceedings of the 36th International Conference on Software Engineering. ACM, pp. 254-265, (2014)"
a correlation study between automated program repair and test-suite metrics,"Yi J., Hwei Tan S., Mechtaev S., Bohme M., Roychoudhury A., A correlation study between automated program repair and test-suite metrics, Empirical Software Engineering, 23, 5, pp. 2948-2979, (2018)"
a syntax-guided edit decoder for neural program repair,"Zhu Q., Sun Z., Xiao Y., Zhang W., Yuan K., Xiong Y., Zhang L., A syntax-guided edit decoder for neural program repair, Proceedings of the 29th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering., pp. 341-353, (2021)"
identifying patch correctness in test-based program repair,"Xiong Y., Liu X., Zeng M., Zhang L., Huang G., Identifying patch correctness in test-based program repair, Proceedings of the 40th International Conference on Software Engineering., pp. 789-799, (2018)"
accelerating search-based program repair,"Mehne B., Yoshida H., Prasad M., Sen K., Gopinath D., Khurshid S., Accelerating search-based program repair, International Conference on Software Testing, Verification and Validation, pp. 227-238, (2018)"
history driven program repair,"Xuan Bach D.L., Lo D., Le Goues C., History driven program repair, Proceedings of the 23rd IEEE International Conference on Software Analysis, Evolution, and Reengineering, pp. 213-224, (2016)"
on the impact of flaky tests in automated program repair,"Qin Y., Wang S., Liu K., Mao X., Bissyande T.F., On the impact of flaky tests in automated program repair, Proceedings of the 28th IEEE International Conference on Software Analysis, Evolution and Reengineering (SANER). IEEE, pp. 295-306, (2021)"
dynamic neural program embeddings for program repair,"Wang K., Su Z., Singh R., Dynamic Neural Program Embeddings for Program Repair, International Conference on Learning Representations, (2018)"
improving performance of automatic program repair using learned heuristics,"Schramm L., Improving performance of automatic program repair using learned heuristics, Foundations of Software Engineering. ACM, pp. 1071-1073, (2017)"
leveraging syntax-related code for automated program repair,"Xin Q., Reiss S.P., Leveraging syntax-related code for automated program repair, Proceedings of the 32nd IEEE/ACM International Conference on Automated Software Engineering, pp. 660-670, (2017)"
sequencer: sequence-to-sequence learning for end-to-end program repair,"Chen Z., James Kommrusch S., Tufano M., Pouchet L., Poshyvanyk D., Monperrus M., Sequencer: Sequence-To-sequence learning for end-To-end program repair, IEEE Trans. on Software Engineering, 2019, (2019)"
fixminer: mining relevant fix patterns for automated program repair,"Koyuncu A., Liu K., Bissyande T. F., Kim D., Klein J., Monperrus M., Le Traon Y., Fixminer: Mining relevant fix patterns for automated program repair, Empirical Software Engineering, pp. 1-45, (2020)"
s3: syntax-and semanticguided repair synthesis via programming by examples,"Xuan-Bach D.L., Chu D., Lo D., Le Goues C., Visser W., S3: Syntax-And semanticguided repair synthesis via programming by examples, Proceedings of the 11th Joint Meeting on Foundations of Software Engineering, pp. 593-604, (2017)"
