Title,Full Reference
vulnerability detection with deep learning. proceedings of the 3rd ieee international conference on computer and communications,"Wu F., Wang J., Liu J., Wang W., Vulnerability detection with deep learning. Proceedings of the 3rd IEEE International Conference on Computer and Communications"
vulsniper: focus your attention to shoot fine-grained vulnerabilities. proceedings of the 28th international joint conference on artificial intelligence,"Duan X., Wu J., Ji S., Et al., VulSniper: focus your attention to shoot fine-grained vulnerabilities. Proceedings of the 28th International Joint Conference on Artificial Intelligence"
machine learning methods for improving vulnerability detection in low-level code. proceedings of the 2020 ieee international conference on big data,"Letychevskyi O., Hryniuk Y., Machine learning methods for improving vulnerability detection in low-level code. Proceedings of the 2020 IEEE International Conference on Big Data"
gvd-net: graph embedding-based machine learning model for smart contract vulnerability detection. proceedings of the 2022 international conference on algorithms,"Wang Z., Zheng Q., Sun Y., GVD-net: graph embedding-based machine learning model for smart contract vulnerability detection. Proceedings of the 2022 International Conference on Algorithms, Data Mining, and Information Technology"
collaboration challenges in building ml-enabled systems: communication,"Nahar N., Zhou S., Lewis G., Kastner C., Collaboration Challenges in Building ML-Enabled Systems: Communication, Documentation, Engineering, and Process, Organization, 1, 2, (2022)"
graph neural network-based vulnerability predication. proceedings of the 2020 ieee international conference on software maintenance and evolution,"Feng Q., Feng C., Hong W., Graph neural network-based vulnerability predication. Proceedings of the 2020 IEEE International Conference on Software Maintenance and Evolution"
joint prediction of multiple vulnerability characteristics through multi-task learning. proceedings of the 2019 24th international conference on engineering of complex computer systems,"Gong X., Xing Z., Li X., Feng Z., Han Z., Joint prediction of multiple vulnerability characteristics through multi-task learning. Proceedings of the 2019 24th International Conference on Engineering of Complex Computer Systems"
mvp: detecting vulnerabilities using patch-enhanced vulnerability signatures. proceedings of the 29th usenix security symposium,"Xiao Y., Chen B., Yu C., Et al., MVP: detecting vulnerabilities using patch-enhanced vulnerability signatures. Proceedings of the 29th USENIX Security Symposium"
movery: a precise approach for modified vulnerable code clone discovery from modified open-source software components. proceedings of the 31st usenix security symposium,"Woo S., Hong H., Choi E., Lee H., MOVERY: a precise approach for modified vulnerable code clone discovery from modified open-source software components. Proceedings of the 31st USENIX Security Symposium"
learning-based recursive aggregation of abstract syntax trees for code clone detection. proceedings of the 2019 ieee 26th international conference on software analysis,"Buch L., Andrzejak A., Learning-based recursive aggregation of abstract syntax trees for code clone detection. Proceedings of the 2019 IEEE 26th International Conference on Software Analysis, Evolution and Reengineering"
