Title,Full Reference
api2com: on the improvement of automatically generated code comments using api documentations,"Shahbazi R., Sharma R., Fard F.H., API2Com: On the improvement of automatically generated code comments using api documentations, International Conference on Program Comprehension. IEEE, pp. 411-421, (2021)"
an extractive-and-abstractive framework for source code summarization,"Sun W., Fang C., Chen Y., Zhang Q., Tao G., Han T., Et al., An extractive-and-abstractive framework for source code summarization, (2022)"
foundations of statistical natural language processing,"Manning C.D., Schutze H., Foundations of Statistical Natural Language Processing, (1999)"
a statistical semantic language model for source code,"Nguyen T.T., Nguyen A.T., Nguyen H.A., Nguyen T.N., A statistical semantic language model for source code, Proceedings of the 2013 9th Joint Meeting on Foundations of Software Engineering (ESEC/FSE 2013), (2013)"
comments are more important than code,"Raskin J., Comments Are More Important Than Code, ACM Queue, 3, (2005)"
unixcoder: unified cross-modal pre-training for code representation,"Guo D., Lu S., Duan N., Wang Y., Zhou M., Yin J., UniXcoder: Unified cross-modal pre-training for code representation, Proceedings of the annual meeting of the Association for Computational Linguistics, pp. 7212-7225, (2022)"
exploring the limits of transfer learning with a unified text-to-text transformer,"Raffel C., Shazeer N., Roberts A., Lee K., Narang S., Matena M., Zhou Y., Li W., Liu P.J., Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer, Journal of Machine Learning Research, 21, 140, pp. 1-67, (2020)"
treegen: a tree-based transformer architecture for code generation,"Sun Z., Zhu Q., Xiong Y., Sun Y., Mou L., Zhang L., TreeGen: A tree-based transformer architecture for code generation, AAAI, (2020)"
codeattention: translating source code to comments by exploiting the code constructs,"Zheng W., Zhou H., Li M., Wu J., Codeattention: Translating source code to comments by exploiting the code constructs, Frontiers of Computer Science, 13, pp. 565-578, (2019)"
codegen: an open large language model for code with multi-turn program synthesis,"Nijkamp E., Et al., Codegen: An open large language model for code with multi-turn program synthesis, The Eleventh International Conference on Learning Representations, (2023)"
towards automatically generating summary comments for java methods,"Sridhara G., Hill E., Muppaneni D., Pollock L., Vijay-Shanker K., Towards automatically generating summary comments for Java methods, Proceedings of the IEEE/ACM international conference on Automated software engineering, pp. 43-52, (2010)"
automatic documentation generation via source code summarization of method context,"McBurney P.W., McMillan C., Automatic documentation generation via source code summarization of method context, 22nd International Conference on Program Comprehension, ICPC 2014, Hyderabad, India, June 2-3, 2014, pp. 279-290, (2014)"
a deep neural network language model with contexts for source code,"Nguyen A.T., Nguyen T.D., Phan H.D., Nguyen T.N., A deep neural network language model with contexts for source code, SANER, pp. 323-334, (2018)"
multi-task learning based pretrained language model for code completion,"Liu F., Li G., Zhao Y., Jin Z., Multi-task learning based pretrained language model for code completion, Proceedings of the 35th IEEE/ACM International Conference on Automated Software Engineering., pp. 473-485, (2020)"
code completion with statistical language models,"Raychev V., Vechev M., Yahav E., Code completion with statistical language models, Proc. of the 35th ACM SIGPLAN Conference on Programming Language Design and Implementation, (2014)"
neural code comprehension: a learnable representation of code semantics,"Ben-Nun T., Jakobovits A. S., Hoefler T., Neural code comprehension: a learnable representation of code semantics, Advances in Neural Information Processing Systems, pp. 3585-3597, (2018)"
codebert: a pre-trained model for programming and natural languages. arxiv preprint arxiv,"Feng Z., Guo D., Tang D., Et al., Codebert: A Pre-Trained Model for Programming and Natural Languages. Arxiv Preprint Arxiv, 2002, (2020)"
a synopsis of linguistic theory,"Firth J.R., A Synopsis of Linguistic Theory, 1930-1955, (1957)"
tener: adapting transformer encoder for named entity recognition,"Yan H., Deng B., Li X., Qiu X., Tener: Adapting transformer encoder for named entity recognition, (2019)"
2019 roberta: a robustly optimized bert pretraining approach,"Liu Y., Ott M., Goyal N., Du J., Joshi M., Chen D., Levy O., Lewis M., Zettlemoyer L., Stoyanov V., 2019 RoBERTa: A Robustly Optimized BERT Pretraining Approach, CoRR abs/1907 11692, (2019)"
the small world of human language,"Cancho R.F.I., Sole R.V., The small world of human language, Proceedings of the Royal Society of London B: Biological Sciences, 268, 1482, pp. 2261-2265, (2001)"
deep learning on graphs for natural language processing. acm,"Wu L., Chen Y., Ji H., Liu B., Deep Learning on Graphs for Natural Language Processing. ACM, pp. 2651-2653, (2021)"
a neural probabilistic language model,"Bengio Y., Ducharme R., Vincent P., Janvin C., A neural probabilistic language model, The Journal of Machine Learning Research, 3, pp. 1137-1155, (2003)"
neural symbolic machines: learning semantic parsers on freebase with weak supervision,"Liang C., Berant J., Le Q., Forbus K.D., Lao N., Neural symbolic machines: Learning semantic parsers on freebase with weak supervision, Arxiv Preprint Arxiv, 1611, (2016)"
automatic source code summarization with extended treelstm,"Shido Y., Kobayashi Y., Yamamoto A., Miyamoto A., Matsumura T., Automatic Source Code Summarization with Extended Treelstm, (2019)"
a tutorial on hidden markov models and selected applications in speech recognition,"Rabiner L.R., A tutorial on hidden markov models and selected applications in speech recognition, Proceedings of The IEEE, 77, 2, pp. 257-286, (1989)"
code-bert: a pre-trained model for programming and natural languages,"Feng Z., Guo D., Tang D., Duan N., Feng X., Gong M., Shou L., Qin B., Liu T., Jiang D., Et al., Code-BERT: A Pre-Trained Model for Programming and Natural Languages, Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing: Findings, pp. 1536-1547, (2020)"
transformer-xl: attentive language models beyond a fixed-length context,"Dai Z., Yang Z., Yang Y., Carbonell J., Le Q., Salakhutdinov R., Transformer-xl: Attentive language models beyond a fixed-length context, Acl, pp. 2978-2988, (2019)"
automatic code summarization via multi-dimensional semantic fusing in gnn,"Liu S., Chen Y., Xie X., Siow J., Liu Y., Automatic code summarization via multi-dimensional semantic fusing in GNN, CoRR, (2020)"
a canonicalizing model for building programming tutors,"RIVERS K., KOEDINGER K. R., A canonicalizing model for building programming tutors, Proceedings of the 11th International Conference on Intelligent Tutoring Systems, (ITS 2012), pp. 591-593, (2012)"
a survey of automatic source code summarization,"Zhang C., Wang J., Zhou Q., Xu T., Tang K., Gui H., Liu F., A survey of automatic source code summarization, Symmetry, 14, (2022)"
summarizing source code with transferred api knowledge,"Hu X., Li G., Xia X., Lo D., Lu S., Jin Z., Summarizing Source Code with Transferred API Knowledge, Proceedings of the Twenty-Seventh International Joint Conference on Artificial Intelligence, IJCAI 2018, pp. 2269-2275"
a structural model for contextual code changes,"Brody S., Alon U., Yahav E., A structural model for contextual code changes, Proceedings of the ACM on Programming Languages, 4, pp. 1-28, (2020)"
m2trec: metadata-aware multi-task transformer for large-scale and cold-start free session-based recommendations,"Shalaby W., Oh S., Afsharinejad A., Kumar S., Cui X., M2TRec: Metadata-aware Multi-task Transformer for Large-scale and Cold-start free Session-based Recommendations, RecSys, pp. 573-578, (2022)"
using stereotypes in the automatic generation of natural language summaries for c++ methods,"Abid N.J., Dragan N., Collard M.L., Maletic J.I., Using stereotypes in the automatic generation of natural language summaries for C++ methods, Proc. IEEE Int. Conf. Softw. Maintenance Evol, pp. 561-565, (2015)"
sensory: leveraging code statement sequence information for code snippets recommendation,"Ai L., Huang Z., Li W., Zhou Y., Yu Y., SENSORY: Leveraging code statement sequence information for code snippets recommendation, Proc. IEEE 43rd Annu. Comput. Softw. Appl. Conf., pp. 27-36, (2019)"
semantic scaffolds for pseudocode-to-code generation,"Zhong R., Stern M., Klein D., Semantic scaffolds for pseudocode-to-code generation, (2020)"
phog: probabilistic model for code,"Bielik P., Raychev V., Vechev M., Phog: Probabilistic model for code, Proceedings of the 33rd International Conference on Machine Learning (Proceedings of Machine Learning Research), 48, pp. 2933-2942, (2016)"
re_trans: combined retrieval and transformer model for source code summarization,"Zhang C., Zhou Q., Qiao M., Tang K., Xu L., Liu F., Re_trans: Combined retrieval and transformer model for source code summarization, (2022)"
a survey on pretrained language models for neural code intelligence,"Xu Y., Zhu Y., A Survey on Pretrained Language Models for Neural Code Intelligence, (2022)"
tranx: a transition-based neural abstract syntax parser for semantic parsing and code generation,"Yin P., Neubig G., TRANX: A Transition-based Neural Abstract Syntax Parser for Semantic Parsing and Code Generation, Proceedings of the 2018 Conference on Empirical Methods in Natural Language Processing: System Demonstrations, pp. 7-12, (2018)"
learning human-written commit messages to document code changes,"Huang Y., Jia N., Zhou H., Chen X., Zheng Z., Tang M., Learning human-written commit messages to document code changes, Journal of Computer Science and Technology, 35, 6, pp. 1258-1277, (2020)"
polyhedral code generation in the real world,"Vasilache N., Bastoul C., Cohen A., Polyhedral code generation in the real world, Compiler Construction, pp. 185-201, (2006)"
generating commit messages from diffs using pointer-generator network,"Liu Q., Liu Z., Zhu H., Fan H., Du B., Qian Y., Generating commit messages from diffs using pointer-generator network, 2019 IEEE/ACM 16th International Conference on Mining Software Repositories (MSR). IEEE, pp. 299-309, (2019)"
retrieve and refine: exemplarbased neural comment generation,"Wei B., Li Y., Li G., Xia X., Jin Z., Retrieve and refine: Exemplarbased neural comment generation, Proc. IEEE/ACM 35th Int. Conf. Automated Softw. Eng, pp. 349-360, (2020)"
code summarization with structure-induced transformer,"Wu H., Zhao H., Zhang M., Code summarization with structure-induced transformer, Findings of the Association for Computational Linguistics: ACL-IJCNLP 2021, pp. 1078-1090, (2021)"
learning scalable and precise representation of program semantics,"Wang K., Learning Scalable and Precise Representation of Program Semantics, (2019)"
probabilistic model for code with decision trees,"Raychev V., Bielik P., Vechev M.T., Probabilistic model for code with decision trees, Proceedings of the 2016 ACM SIGPLAN International Conference on Object-Oriented Programming, Systems, Languages, and Applications, OOPSLA 2016, Part of SPLASH 2016, Amsterdam, the Netherlands, October 30 - November 4, 2016. ACM, pp. 731-747, (2016)"
